day,month,year,hour,minute,second,abs.second,sats,Latitude,Longitude,Altitude,var1,var2,var3
18,07,21,03,00,24,10824.640,8,52.135957,-6.601248,57.50,9999.999,0.000002806292,4.12
18,07,21,03,05,28,11128.700,5,52.135286,-6.601767,68.25,3.170,0.000000245587,4.12
18,07,21,03,10,28,11428.700,6,52.137589,-6.624231,72.50,2.490,0.000000828896,4.12
18,07,21,03,15,28,11728.200,7,52.138208,-6.643559,52.50,2.610,0.000004123951,4.12
18,07,21,03,20,29,12029.690,6,52.141396,-6.629031,73.00,3.005,0.000001481058,4.12
18,07,21,03,25,32,12332.695,5,52.141320,-6.629698,56.00,2.890,0.000000149317,4.12
18,07,21,03,30,31,12631.190,6,52.140937,-6.630947,44.75,2.885,0.000003694079,4.12
18,07,21,03,35,33,12933.715,5,52.136340,-6.649364,11.00,2.950,0.000001003659,4.12
18,07,21,03,40,31,13231.690,6,52.134762,-6.661629,62.00,2.735,0.000001523810,4.12
18,07,21,03,45,35,13535.715,5,52.134262,-6.661802,-3.75,2.595,0.000000731606,4.12
18,07,21,03,50,36,13836.675,5,52.132782,-6.662181,53.50,2.625,0.000000211401,4.12
18,07,21,03,55,37,14137.705,6,52.132197,-6.662883,49.25,2.705,0.000003103717,4.12
18,07,21,04,00,39,14439.185,5,52.131315,-6.663152,47.25,2.985,0.000000479870,4.12
18,07,21,04,05,36,14736.715,6,52.130936,-6.663868,58.50,3.090,0.000002864250,4.12
18,07,21,04,10,35,15035.700,8,52.130483,-6.664571,45.75,2.760,0.000002416205,4.12
18,07,21,04,15,36,15336.200,7,52.130187,-6.665318,47.25,2.785,0.000002114612,4.12
18,07,21,04,20,37,15637.205,7,52.128313,-6.677354,40.25,3.215,0.000002008619,4.12
18,07,21,04,25,36,15936.705,6,52.119810,-6.737780,66.25,3.170,0.000001137262,4.12
18,07,21,04,30,37,16237.210,6,52.109797,-6.794588,60.00,2.935,0.000004197382,4.12
18,07,21,04,35,37,16537.225,7,52.098863,-6.852033,50.50,3.100,0.000003366335,4.12
18,07,21,04,40,37,16837.210,7,52.086521,-6.910581,61.75,3.300,0.000002648665,4.12
18,07,21,04,45,38,17138.720,6,52.074090,-6.970072,50.25,3.065,0.000001042681,4.12
18,07,21,04,50,39,17439.725,7,52.060921,-7.028188,53.00,2.605,0.000002665723,4.12
18,07,21,04,55,40,17740.715,5,52.064491,-7.083441,37.75,2.490,0.000000432226,4.12
18,07,21,05,00,40,18040.220,8,52.070028,-7.139783,51.25,2.910,0.000006200627,4.12
18,07,21,05,05,40,18340.740,7,52.073324,-7.191147,40.00,3.190,0.000006942008,4.12
18,07,21,05,12,03,18723.110,6,52.074952,-7.199289,42.25,3.065,0.000002252190,4.12
18,07,21,05,19,03,19143.775,6,52.074519,-7.200325,35.00,2.880,0.000001550177,4.12
18,07,21,05,24,03,19443.250,7,52.061088,-7.196397,25.25,2.920,0.000005610207,4.12
18,07,21,05,30,08,19808.010,6,52.056057,-7.194291,48.75,3.150,0.000003088410,4.12
18,07,21,05,35,36,20136.890,5,52.054057,-7.214551,73.50,3.065,0.000002057498,4.12
18,07,21,05,40,35,20435.235,7,52.047329,-7.260030,54.25,3.020,0.000004584911,4.12
18,07,21,05,45,35,20735.740,6,52.054769,-7.312318,71.50,2.965,0.000001391302,4.12
18,07,21,05,50,35,21035.245,7,52.061530,-7.363367,39.25,2.965,0.000005909650,4.12
18,07,21,05,57,39,21459.325,5,52.063458,-7.361802,101.25,3.285,0.000000239609,4.12
18,07,21,06,02,37,21757.765,6,52.061279,-7.370108,49.75,3.205,0.000005181425,4.12
18,07,21,06,08,13,22093.965,7,52.061678,-7.361848,59.25,2.825,0.000006701267,4.12
18,07,21,06,13,17,22397.255,5,52.061603,-7.362331,88.25,2.920,0.000000303010,4.12
18,07,21,06,18,17,22697.010,5,52.059146,-7.361071,91.50,3.180,0.000002036739,4.12
18,07,21,06,25,16,23116.270,6,52.061549,-7.363681,66.00,3.270,0.000003965551,4.12
18,07,21,06,32,17,23537.240,6,52.061725,-7.364076,45.50,3.300,0.000002549098,4.12
18,07,21,06,39,18,23958.250,6,52.062221,-7.364238,43.25,3.260,0.000001674312,4.12
18,07,21,06,46,18,24378.250,7,52.062491,-7.364914,49.75,3.230,0.000004101472,4.10
18,07,21,06,53,20,24800.240,6,52.063232,-7.365804,42.75,3.230,0.000002383332,4.12
18,07,21,06,58,20,25100.760,6,52.063381,-7.366293,35.25,3.000,0.000000936929,4.12
18,07,21,07,03,21,25401.760,6,52.063381,-7.367045,34.75,2.645,0.000001919210,4.12
18,07,21,07,08,24,25704.765,5,52.063421,-7.367483,16.00,2.585,0.000000641458,4.12
18,07,21,07,13,22,26002.775,7,52.063453,-7.367945,44.25,2.740,0.000002994574,4.10
18,07,21,07,18,24,26304.780,6,52.063498,-7.368429,31.75,2.855,0.000001855828,4.12
18,07,21,07,23,25,26605.275,7,52.063488,-7.368852,43.75,3.085,0.000003124078,4.12
18,07,21,07,28,25,26905.275,7,52.066737,-7.376228,52.75,3.390,0.000002761169,4.10
18,07,21,07,35,26,27326.280,6,52.069895,-7.387341,54.50,3.430,0.000002259290,4.12
18,07,21,07,42,27,27747.270,6,52.069536,-7.387577,46.25,3.295,0.000002701203,4.12
18,07,21,07,49,28,28168.235,6,52.069281,-7.387939,54.00,3.185,0.000002247550,4.12
18,07,21,07,56,29,28589.245,6,52.068865,-7.388218,40.75,3.185,0.000001118238,4.10
18,07,21,08,03,30,29010.245,6,52.068673,-7.388942,48.50,3.245,0.000003996976,4.10
18,07,21,08,10,31,29431.235,6,52.067935,-7.388702,50.50,3.270,0.000002267853,4.10
18,07,21,08,15,32,29732.810,6,52.062871,-7.395713,36.50,3.035,0.000002167096,4.10
18,07,21,08,22,33,30153.735,7,52.062207,-7.396431,58.25,9999.999,0.000004768270,4.10
18,07,21,08,27,33,30453.305,7,52.062542,-7.399542,62.00,3.520,0.000004063035,4.10
18,07,21,08,34,34,30874.260,6,52.063847,-7.402455,49.00,3.525,0.000002088443,4.10
18,07,21,08,41,34,31294.765,7,52.063220,-7.403034,45.75,3.515,0.000003522616,4.12
18,07,21,08,48,38,31718.335,5,52.062734,-7.403204,64.50,3.545,0.000000262318,4.12
18,07,21,08,55,36,32136.285,7,52.062478,-7.404933,57.25,3.325,0.000003683755,4.10
18,07,21,09,00,37,32437.315,7,52.065902,-7.427528,40.75,3.190,0.000002546592,4.10
18,07,21,09,07,36,32856.830,7,52.066210,-7.431305,36.25,3.005,0.000002069770,4.10
18,07,21,09,12,37,33157.315,7,52.074025,-7.436291,47.00,2.980,0.000001129622,4.10
18,07,21,09,18,14,33494.030,6,52.086751,-7.436679,37.00,3.160,0.000002301614,4.12
18,07,21,09,23,16,33796.830,5,52.084650,-7.439075,61.00,3.020,0.000001150999,4.10
18,07,21,09,28,14,34094.830,7,52.083857,-7.440036,47.75,2.760,0.000003398991,4.10
18,07,21,09,33,15,34395.830,8,52.083712,-7.440206,49.50,2.700,0.000002667349,4.10
18,07,21,09,38,17,34697.840,6,52.092822,-7.432893,46.50,2.805,0.000002595334,4.10
18,07,21,09,43,18,34998.835,6,52.098705,-7.455839,52.75,2.890,0.000002801916,4.10
18,07,21,09,48,18,35298.330,7,52.091651,-7.457107,46.00,3.125,0.000001105437,4.10
18,07,21,09,53,18,35598.835,7,52.082849,-7.456482,32.50,3.200,0.000004254371,4.10
18,07,21,09,58,19,35899.340,7,52.082527,-7.456770,44.50,3.125,0.000002910282,4.10
18,07,21,10,03,20,36200.325,7,52.084013,-7.449489,22.50,3.295,0.000004766760,4.10
18,07,21,10,10,21,36621.335,7,52.088083,-7.435041,41.75,3.415,0.000005851543,4.10
18,07,21,10,17,21,37041.815,7,52.088576,-7.435739,36.25,3.635,0.000003235597,4.10
18,07,21,10,24,22,37462.375,7,52.101329,-7.415158,31.75,3.705,0.000005119952,4.10
18,07,21,10,30,27,37827.605,7,52.108981,-7.411499,45.75,3.525,0.000005595780,4.10
18,07,21,10,35,27,38127.345,7,52.113653,-7.369670,67.50,3.385,0.000006576738,4.10
18,07,21,10,40,27,38427.355,7,52.100431,-7.325721,54.75,3.280,0.000002604487,4.12
18,07,21,10,45,27,38727.350,7,52.068863,-7.330222,36.00,3.300,0.000002016586,4.10
18,07,21,10,50,28,39028.850,6,52.053069,-7.332475,53.75,3.110,0.000002342908,4.10
18,07,21,10,56,01,39361.520,7,52.043077,-7.337803,51.50,3.090,0.000004133641,4.10
18,07,21,11,03,01,39781.880,7,52.019188,-7.367729,30.75,3.190,0.000005809966,4.10
18,07,21,11,10,05,40205.900,6,52.029893,-7.403631,43.50,2.940,0.000003038620,4.10
18,07,21,11,15,03,40503.840,7,52.055055,-7.438405,40.50,2.745,0.000005171361,4.10
18,07,21,11,22,16,40936.745,0,0.000000,0.000000,0.00,9999.999,9999.999000000000,4.10
18,07,21,11,29,09,41349.435,6,52.078813,-7.462222,30.75,3.040,0.000004146368,4.10
18,07,21,11,36,08,41768.430,6,52.081095,-7.468696,13.00,3.580,0.000002577385,4.10
18,07,21,11,42,52,42172.850,8,52.084626,-7.461575,47.00,3.910,0.000004344858,4.10
18,07,21,11,50,02,42602.980,5,52.075260,-7.467039,19.25,3.580,0.000000101351,4.10
18,07,21,11,56,54,43014.470,8,52.075243,-7.464115,52.25,3.060,0.000003120280,4.10
18,07,21,12,03,55,43435.430,7,52.064708,-7.465580,44.75,3.190,0.000004216645,4.10
18,07,21,12,09,28,43768.560,7,52.063941,-7.467179,32.50,3.560,0.000003695162,4.10
18,07,21,12,14,39,44079.030,5,52.063757,-7.465912,60.00,3.480,0.000000269941,4.10
18,07,21,12,21,37,44497.360,7,52.063870,-7.467360,37.50,3.155,0.000002841953,4.08
18,07,21,12,28,38,44918.865,7,52.064008,-7.467412,63.50,3.450,0.000004241690,4.10
18,07,21,12,35,37,45337.860,7,52.064997,-7.466813,17.50,4.010,0.000001079913,4.10
18,07,21,12,42,39,45759.860,6,52.062589,-7.468044,48.00,4.140,0.000002524040,4.08
18,07,21,12,49,43,46183.410,5,52.066744,-7.477034,41.25,3.700,0.000001110372,4.10
18,07,21,12,56,40,46600.820,7,52.066902,-7.476549,52.50,3.395,0.000000967585,4.10
18,07,21,13,03,41,47021.295,7,52.067184,-7.476532,43.25,3.405,0.000001852012,4.10
18,07,21,13,10,42,47442.815,7,52.067120,-7.476299,52.25,3.560,0.000002433692,4.10
18,07,21,13,17,41,47861.830,7,52.067453,-7.476179,45.75,3.900,0.000001651505,4.10
18,07,21,13,24,41,48281.830,7,52.067816,-7.476058,39.50,4.000,0.000001780643,4.10
18,07,21,13,31,43,48703.330,8,52.068405,-7.476086,43.25,3.630,0.000002187679,4.10
18,07,21,13,38,45,49125.350,8,52.065950,-7.484142,55.50,3.155,0.000002238976,4.10
18,07,21,13,45,45,49545.875,7,52.066166,-7.484767,50.50,3.375,0.000001649173,4.10
18,07,21,13,52,45,49965.845,6,52.066514,-7.484792,15.00,3.970,0.000002303836,4.10
18,07,21,13,59,45,50385.830,6,52.066762,-7.484858,29.50,4.135,0.000000861200,4.10
18,07,21,14,06,45,50805.345,7,52.067450,-7.485100,44.25,3.670,0.000001863041,4.10
