day,month,year,hour,minute,second,abs.second,sats,Latitude,Longitude,Altitude,var1,var2,var3
20,07,21,03,00,33,10833.090,0,0.000000,0.000000,0.00,9999.999,9999.999000000000,4.12
20,07,21,03,05,33,11133.090,0,0.000000,0.000000,0.00,9999.999,9999.999000000000,4.14
20,07,21,03,10,33,11433.090,0,0.000000,0.000000,0.00,9999.999,9999.999000000000,4.12
20,07,21,03,15,33,11733.090,0,0.000000,0.000000,0.00,9999.999,9999.999000000000,4.12
20,07,21,03,20,22,12022.100,7,52.138835,-6.588965,71.00,9999.999,0.000001354587,4.12
20,07,21,03,25,22,12322.600,7,52.139614,-6.597976,40.75,2.350,0.000005824226,4.12
20,07,21,03,30,34,12634.120,6,52.140254,-6.600322,54.25,2.490,0.000000679874,4.12
20,07,21,03,35,57,12957.610,8,52.141298,-6.603033,53.25,2.435,0.000003355747,4.12
20,07,21,03,40,58,13258.115,7,52.141764,-6.608564,58.50,2.335,0.000003717942,4.12
20,07,21,03,45,59,13559.125,7,52.143176,-6.636627,57.25,2.070,0.000002436222,4.12
20,07,21,03,51,16,13876.650,7,52.139918,-6.661631,66.00,2.255,0.000004503431,4.12
20,07,21,03,56,39,14199.125,6,52.139292,-6.660547,47.25,2.480,0.000000877246,4.12
20,07,21,04,01,38,14498.630,7,52.138556,-6.659417,56.50,2.490,0.000002185262,4.12
20,07,21,04,06,40,14800.140,6,52.137953,-6.658296,58.75,2.390,0.000004046396,4.12
20,07,21,04,11,40,15100.640,6,52.137308,-6.657333,61.75,2.340,0.000003462891,4.12
20,07,21,04,16,40,15400.650,6,52.136645,-6.656417,49.50,2.620,0.000003838244,4.12
20,07,21,04,21,40,15700.150,7,52.136020,-6.655502,55.00,2.540,0.000003437630,4.12
20,07,21,04,26,41,16001.650,6,52.135368,-6.654939,57.25,2.360,0.000001939289,4.12
20,07,21,04,31,42,16302.150,6,52.134783,-6.654272,47.00,2.310,0.000002118404,4.12
20,07,21,04,36,43,16603.160,6,52.134523,-6.653215,43.00,2.130,0.000002555629,4.12
20,07,21,04,41,43,16903.150,6,52.133886,-6.652516,19.00,2.065,0.000001121818,4.12
20,07,21,04,46,44,17204.665,6,52.133680,-6.650907,47.75,2.375,0.000003024378,4.12
20,07,21,04,51,44,17504.175,6,52.133537,-6.649638,44.50,2.575,0.000000550783,4.12
20,07,21,04,56,45,17805.165,6,52.132788,-6.648926,23.75,2.270,0.000000821695,4.12
20,07,21,05,01,47,18107.180,6,52.132274,-6.647776,50.00,2.020,0.000002633136,4.10
20,07,21,05,06,50,18410.200,5,52.131686,-6.646951,18.75,2.065,0.000000441762,4.10
20,07,21,05,11,48,18708.695,7,52.131069,-6.646818,37.00,2.470,0.000001291301,4.12
20,07,21,05,16,48,19008.200,6,52.130329,-6.646854,18.00,2.650,0.000000127783,4.10
20,07,21,05,21,50,19310.220,5,52.129773,-6.646519,32.75,2.300,0.000000623806,4.12
20,07,21,05,26,51,19611.230,6,52.129137,-6.646396,26.00,2.050,0.000001420560,4.10
20,07,21,05,31,50,19910.690,8,52.125776,-6.665392,43.50,2.335,0.000011343593,4.12
20,07,21,05,36,54,20214.235,6,52.124978,-6.682536,56.75,2.605,0.000002843244,4.12
20,07,21,05,41,55,20515.205,6,52.124403,-6.682453,46.50,2.355,0.000005776134,4.10
20,07,21,05,46,56,20816.735,5,52.124349,-6.681980,99.50,2.345,0.000000531680,4.10
20,07,21,05,51,54,21114.245,6,52.123460,-6.682338,74.25,2.485,0.000002282325,4.12
20,07,21,05,56,57,21417.235,5,52.122164,-6.683015,80.50,2.310,0.000000826268,4.10
20,07,21,06,01,58,21718.240,5,52.121105,-6.683449,85.25,2.150,0.000000243837,4.10
20,07,21,06,06,55,22015.740,7,52.100960,-6.688911,60.00,2.410,0.000003155812,4.12
20,07,21,06,11,55,22315.710,6,52.085938,-6.731432,60.50,2.855,0.000004520342,4.10
20,07,21,06,18,59,22739.105,5,52.087605,-6.738378,72.75,3.130,0.000000714902,4.10
20,07,21,06,24,02,23042.700,7,52.088139,-6.739371,80.75,3.040,0.000001495362,4.12
20,07,21,06,29,04,23344.230,6,52.087713,-6.738739,39.50,2.420,0.000001863302,4.10
20,07,21,06,34,04,23644.240,8,52.087544,-6.737701,49.50,1.925,0.000002147131,4.10
20,07,21,06,39,05,23945.235,7,52.089842,-6.754373,26.00,1.990,0.000002319263,4.12
20,07,21,06,46,06,24366.120,8,52.089566,-6.751638,64.75,2.710,0.000003635510,4.12
20,07,21,06,52,58,24778.090,5,52.089206,-6.750888,65.75,3.465,0.000000608085,4.10
20,07,21,06,57,55,25075.265,7,52.089064,-6.750899,59.75,9999.999,0.000003912425,4.10
20,07,21,07,02,57,25377.265,6,52.088719,-6.750739,53.25,2.265,0.000003659973,4.10
20,07,21,07,07,58,25678.265,6,52.088520,-6.750769,62.25,9999.999,0.000004585203,4.10
20,07,21,07,12,58,25978.275,8,52.088269,-6.750800,40.75,2.270,0.000001895120,4.10
20,07,21,07,17,59,26279.270,11,52.086617,-6.755276,53.00,2.275,0.000005730417,4.10
20,07,21,07,22,59,26579.775,7,52.082062,-6.762090,43.25,2.525,0.000001928712,4.10
20,07,21,07,28,03,26883.315,7,52.082002,-6.762676,39.25,2.670,0.000001270270,4.10
20,07,21,07,33,04,27184.280,7,52.081720,-6.762978,43.25,2.370,0.000002588007,4.10
20,07,21,07,38,04,27484.780,8,52.086821,-6.776773,37.00,2.380,0.000004852304,4.10
20,07,21,07,43,42,27822.300,4,52.084666,-6.780775,37.00,2.545,0.000000990255,4.10
20,07,21,07,48,31,28111.295,9,52.081863,-6.789656,48.50,2.380,0.000002977762,4.10
