year,month,day,hour,minute,second,var1,pressure,depth
21,08,01,06,14,20,14.50,1109.50,-0001.10
21,08,01,06,16,00,14.50,1219.00,-0002.20
21,08,01,06,16,02,14.50,1307.00,-0003.09
21,08,01,06,16,04,14.50,1203.50,-0002.05
21,08,01,06,16,06,14.50,1146.00,-0001.47
21,08,01,06,16,42,14.50,1181.50,-0001.83
21,08,01,06,16,44,14.50,1347.00,-0003.49
21,08,01,06,17,04,14.50,1110.00,-0001.11
21,08,01,06,17,06,14.50,1252.50,-0002.54
21,08,01,06,17,08,14.50,1215.00,-0002.16
21,08,01,06,17,38,14.50,1148.00,-0001.49
21,08,01,06,18,28,14.50,1116.00,-0001.17
21,08,01,06,19,01,14.50,1202.00,-0002.03
21,08,01,06,19,03,14.50,1357.50,-0003.60
21,08,01,06,19,05,14.50,1632.50,-0006.36
21,08,01,06,19,07,14.50,1417.00,-0004.20
21,08,01,06,19,09,14.50,1114.50,-0001.15
21,08,01,06,19,41,14.50,1334.00,-0003.36
21,08,01,06,19,43,14.50,1687.00,-0006.91
21,08,01,06,19,45,14.50,1649.00,-0006.53
21,08,01,06,19,47,14.50,1512.50,-0005.16
21,08,01,06,19,49,14.50,1326.50,-0003.28
21,08,01,06,20,21,14.50,1106.50,-0001.07
21,08,01,06,20,23,14.50,1172.50,-0001.74
21,08,01,06,21,11,14.50,1156.00,-0001.57
21,08,01,06,21,47,14.50,1109.50,-0001.10
21,08,01,06,24,01,14.50,1268.50,-0002.70
21,08,01,06,24,03,14.50,1485.50,-0004.88
21,08,01,06,24,07,14.50,1354.50,-0003.57
21,08,01,06,25,07,14.50,1136.50,-0001.37
21,08,01,06,25,37,14.50,1118.50,-0001.19
21,08,01,06,26,39,14.50,1202.00,-0002.03
21,08,01,06,26,41,14.50,1163.00,-0001.64
21,08,01,06,26,43,14.50,1242.00,-0002.43
21,08,01,06,28,41,14.50,1342.50,-0003.45
21,08,01,06,28,43,14.50,1386.50,-0003.89
21,08,01,06,28,45,14.50,1103.50,-0001.04
21,08,01,06,29,34,14.50,1173.50,-0001.75
21,08,01,06,29,56,14.50,1162.50,-0001.63
21,08,01,06,31,08,14.50,1228.50,-0002.30
21,08,01,06,31,46,14.50,1128.50,-0001.29
21,08,01,06,31,48,14.50,1112.50,-0001.13
21,08,01,06,33,02,14.50,1147.50,-0001.48
21,08,01,06,33,04,14.50,1183.50,-0001.85
21,08,01,06,59,23,14.50,1208.00,-0002.09
21,08,01,06,59,25,14.50,1662.00,-0006.66
21,08,01,06,59,27,14.50,2107.00,-0011.14
21,08,01,06,59,29,14.50,1940.00,-0009.46
21,08,01,06,59,31,14.50,1662.50,-0006.66
21,08,01,06,59,33,14.50,1364.00,-0003.66
21,08,01,07,01,41,14.50,1125.00,-0001.26
21,08,01,07,01,43,14.50,1253.50,-0002.55
21,08,01,07,03,05,14.50,1275.50,-0002.77
21,08,01,07,03,07,14.50,1300.50,-0003.02
21,08,01,07,04,09,14.50,1323.00,-0003.25
21,08,01,07,05,15,14.50,1162.00,-0001.63
21,08,01,07,06,09,14.50,1118.50,-0001.19
21,08,01,07,06,43,14.50,1347.00,-0003.49
21,08,01,07,06,45,14.50,1664.50,-0006.68
21,08,01,07,06,47,14.50,1815.50,-0008.20
21,08,01,07,06,49,14.50,1792.50,-0007.97
21,08,01,07,06,51,14.50,1501.00,-0005.04
21,08,01,07,06,53,14.50,1194.00,-0001.95
21,08,01,07,07,19,14.50,1184.50,-0001.86
21,08,01,07,07,55,14.50,1160.50,-0001.61
21,08,01,07,07,57,14.50,1429.00,-0004.32
21,08,01,07,07,59,14.50,1121.50,-0001.22
21,08,01,07,08,51,14.50,1436.50,-0004.39
21,08,01,07,08,53,14.50,1389.50,-0003.92
21,08,01,07,08,55,14.50,1245.50,-0002.47
21,08,01,07,10,33,14.50,1206.00,-0002.07
21,08,01,07,11,35,14.50,1120.50,-0001.21
21,08,01,07,11,37,14.50,1188.00,-0001.89
21,08,01,07,11,39,14.50,1420.00,-0004.23
21,08,01,07,11,41,14.50,1265.50,-0002.67
21,08,01,07,12,59,14.50,1117.50,-0001.18
21,08,01,07,13,07,14.50,1177.00,-0001.78
21,08,01,07,13,09,14.50,1226.50,-0002.28
21,08,01,07,14,37,14.50,1126.00,-0001.27
21,08,01,07,14,47,14.50,1105.00,-0001.06
21,08,01,07,14,49,14.50,1324.50,-0003.26
21,08,01,07,14,51,14.50,1245.50,-0002.47
21,08,01,07,17,16,14.50,1298.50,-0003.00
21,08,01,07,17,18,14.50,1396.00,-0003.98
21,08,01,07,17,20,14.50,1140.00,-0001.41
21,08,01,07,19,40,14.50,1144.50,-0001.45
21,08,01,07,19,42,14.50,1277.50,-0002.79
21,08,01,07,19,44,14.50,1222.00,-0002.23
21,08,01,07,19,46,14.50,1206.50,-0002.08
21,08,01,07,20,43,14.50,1111.50,-0001.12
21,08,01,07,21,13,14.50,1397.00,-0003.99
21,08,01,07,21,15,14.50,1240.50,-0002.42
21,08,01,07,21,17,14.50,1176.50,-0001.78
21,08,01,07,22,39,14.50,1223.50,-0002.25
21,08,01,07,22,41,14.50,1324.50,-0003.26
21,08,01,07,22,43,14.50,1274.50,-0002.76
21,08,01,08,16,21,17.00,1229.50,-0002.31
21,08,01,08,16,23,16.50,1426.50,-0004.29
21,08,01,08,16,25,16.00,1526.00,-0005.29
21,08,01,08,16,27,16.00,1399.00,-0004.01
21,08,01,08,16,29,16.00,1105.50,-0001.06
21,08,01,08,17,09,15.50,1283.50,-0002.85
21,08,01,08,17,11,15.50,1547.50,-0005.51
21,08,01,08,17,13,15.50,1760.00,-0007.65
21,08,01,08,17,15,15.50,1639.00,-0006.43
21,08,01,08,17,17,15.50,1550.00,-0005.53
21,08,01,08,17,19,15.50,1306.00,-0003.08
21,08,01,08,17,57,15.00,1211.00,-0002.12
21,08,01,08,17,59,15.00,1574.50,-0005.78
21,08,01,08,18,01,15.50,1801.00,-0008.06
21,08,01,08,18,03,15.50,1811.50,-0008.16
21,08,01,08,18,05,15.50,1784.00,-0007.89
21,08,01,08,18,07,15.50,1590.50,-0005.94
21,08,01,08,18,09,15.50,1357.00,-0003.59
21,08,01,08,18,25,15.50,1227.00,-0002.28
21,08,01,08,18,27,15.50,1503.00,-0005.06
21,08,01,08,18,29,15.50,1673.50,-0006.78
21,08,01,08,18,31,15.50,1571.50,-0005.75
21,08,01,08,18,33,15.50,1370.50,-0003.73
21,08,01,08,19,19,15.00,1302.00,-0003.04
21,08,01,08,19,21,15.50,1652.50,-0006.56
21,08,01,08,19,23,15.50,1871.00,-0008.76
21,08,01,08,19,25,15.50,1845.00,-0008.50
21,08,01,08,19,27,15.50,1830.00,-0008.35
21,08,01,08,19,29,15.50,1805.50,-0008.10
21,08,01,08,19,31,15.50,1525.50,-0005.29
21,08,01,08,19,33,15.50,1195.50,-0001.97
21,08,01,08,20,03,15.00,1289.50,-0002.91
21,08,01,08,20,05,15.50,1602.50,-0006.06
21,08,01,08,20,07,15.50,1799.50,-0008.04
21,08,01,08,20,09,15.50,1676.00,-0006.80
21,08,01,08,20,11,15.50,1807.00,-0008.12
21,08,01,08,20,13,15.50,1829.50,-0008.34
21,08,01,08,20,15,15.50,1727.00,-0007.31
21,08,01,08,20,17,15.50,1436.50,-0004.39
21,08,01,08,20,52,15.50,1119.00,-0001.20
21,08,01,08,21,10,15.50,1236.00,-0002.37
21,08,01,08,21,12,15.50,1471.00,-0004.74
21,08,01,08,21,14,15.50,1738.50,-0007.43
21,08,01,08,21,16,15.50,1969.50,-0009.75
21,08,01,08,21,18,15.00,2145.00,-0011.52
21,08,01,08,21,20,15.00,1942.00,-0009.48
21,08,01,08,21,22,15.00,1999.50,-0010.05
21,08,01,08,21,24,15.00,2026.50,-0010.33
21,08,01,08,21,26,15.00,1902.50,-0009.08
21,08,01,08,21,28,15.00,1683.00,-0006.87
21,08,01,08,21,30,15.50,1371.50,-0003.74
21,08,01,08,22,26,15.00,1313.00,-0003.15
21,08,01,08,22,28,15.50,1477.00,-0004.80
21,08,01,08,22,30,15.50,1580.50,-0005.84
21,08,01,08,22,32,15.50,1466.50,-0004.69
21,08,01,08,22,34,15.50,1143.50,-0001.44
21,08,01,08,22,50,15.50,1330.00,-0003.32
21,08,01,08,22,52,15.50,1673.50,-0006.78
21,08,01,08,22,54,15.00,1938.50,-0009.44
21,08,01,08,22,56,15.00,2242.00,-0012.49
21,08,01,08,22,58,14.50,2590.00,-0016.00
21,08,01,08,23,00,14.00,2877.50,-0018.89
21,08,01,08,23,02,14.00,3103.00,-0021.16
21,08,01,08,23,04,13.50,2981.50,-0019.93
21,08,01,08,23,06,13.50,2935.50,-0019.47
21,08,01,08,23,08,13.50,2810.50,-0018.21
21,08,01,08,23,10,13.50,2545.00,-0015.54
21,08,01,08,23,12,14.00,2270.00,-0012.78
21,08,01,08,23,14,14.00,1983.50,-0009.89
21,08,01,08,23,16,14.50,1679.00,-0006.83
21,08,01,08,23,18,15.00,1349.00,-0003.51
21,08,01,08,40,05,15.50,1143.50,-0001.44
21,08,01,08,40,07,15.50,1369.50,-0003.72
21,08,01,08,40,09,15.50,1608.50,-0006.12
21,08,01,08,40,11,15.50,1792.50,-0007.97
21,08,01,08,40,13,15.50,2029.50,-0010.36
21,08,01,08,40,15,15.00,2316.00,-0013.24
21,08,01,08,40,17,15.00,2619.50,-0016.29
21,08,01,08,40,19,14.50,2846.00,-0018.57
21,08,01,08,40,21,14.50,2810.50,-0018.21
21,08,01,08,40,23,14.50,2698.50,-0017.09
21,08,01,08,40,25,14.50,2448.50,-0014.57
21,08,01,08,40,27,14.50,2164.50,-0011.71
21,08,01,08,40,29,15.00,1862.50,-0008.68
21,08,01,08,40,31,15.00,1543.50,-0005.47
21,08,01,08,40,33,15.00,1196.50,-0001.98
21,08,01,08,41,29,15.00,1341.50,-0003.44
21,08,01,08,41,31,15.00,1627.50,-0006.31
21,08,01,08,41,33,15.00,1894.00,-0008.99
21,08,01,08,41,35,15.00,2227.50,-0012.35
21,08,01,08,41,37,15.00,2535.50,-0015.45
21,08,01,08,41,39,14.50,2538.50,-0015.48
21,08,01,08,41,41,14.50,2310.50,-0013.18
21,08,01,08,41,43,15.00,2029.00,-0010.35
21,08,01,08,41,45,15.00,1728.50,-0007.33
21,08,01,08,41,47,15.00,1401.50,-0004.04
21,08,01,08,44,17,15.50,1228.00,-0002.29
21,08,01,08,44,19,15.50,1388.00,-0003.90
21,08,01,08,44,21,15.50,1483.50,-0004.86
21,08,01,08,44,23,15.50,1547.00,-0005.50
21,08,01,08,44,25,15.50,1658.50,-0006.62
21,08,01,08,44,27,15.50,1913.00,-0009.18
21,08,01,08,44,29,15.50,2186.50,-0011.94
21,08,01,08,44,31,15.50,2431.00,-0014.40
21,08,01,08,44,33,15.00,2602.00,-0016.12
21,08,01,08,44,35,15.00,2613.50,-0016.23
21,08,01,08,44,37,14.50,2837.00,-0018.48
21,08,01,08,44,39,14.50,2877.50,-0018.89
21,08,01,08,44,41,14.50,2648.00,-0016.58
21,08,01,08,44,43,15.00,2385.00,-0013.93
21,08,01,08,44,45,15.00,2101.50,-0011.08
21,08,01,08,44,47,15.00,1807.50,-0008.12
21,08,01,08,44,49,15.00,1483.00,-0004.86
21,08,01,08,44,51,15.00,1148.50,-0001.49
21,08,01,08,46,20,14.50,1183.00,-0001.84
21,08,01,08,46,22,14.50,1426.00,-0004.29
21,08,01,08,46,24,15.00,1634.50,-0006.38
21,08,01,08,46,26,15.00,1793.50,-0007.98
21,08,01,08,46,28,15.00,1981.50,-0009.87
21,08,01,08,46,30,15.00,2147.50,-0011.54
21,08,01,08,46,32,15.00,2140.00,-0011.47
21,08,01,08,46,34,14.50,2186.50,-0011.94
21,08,01,08,46,36,14.50,2157.50,-0011.64
21,08,01,08,46,38,14.50,2123.50,-0011.30
21,08,01,08,46,40,14.50,2126.50,-0011.33
21,08,01,08,46,42,14.50,2107.00,-0011.14
21,08,01,08,46,44,14.50,2147.50,-0011.54
21,08,01,08,46,46,14.50,2129.00,-0011.36
21,08,01,08,46,48,14.50,2102.50,-0011.09
21,08,01,08,46,50,15.00,1900.00,-0009.05
21,08,01,08,46,52,15.00,1592.50,-0005.96
21,08,01,08,46,54,15.00,1251.50,-0002.53
21,08,01,09,02,27,15.00,1131.00,-0001.32
21,08,01,09,02,29,15.00,1361.50,-0003.64
21,08,01,09,02,31,15.50,1520.50,-0005.24
21,08,01,09,02,33,15.50,1617.00,-0006.21
21,08,01,09,02,35,15.50,1771.50,-0007.76
21,08,01,09,02,37,15.50,1836.00,-0008.41
21,08,01,09,02,39,15.50,1643.00,-0006.47
21,08,01,09,02,41,15.00,1336.00,-0003.38
21,08,01,09,04,11,15.00,1167.00,-0001.68
21,08,01,09,04,13,15.00,1424.00,-0004.27
21,08,01,09,04,15,15.00,1670.00,-0006.74
21,08,01,09,04,17,15.00,1916.50,-0009.22
21,08,01,09,04,19,15.00,2153.50,-0011.60
21,08,01,09,04,21,14.50,2200.50,-0012.08
21,08,01,09,04,23,14.50,2365.00,-0013.73
21,08,01,09,04,25,14.50,2521.00,-0015.30
21,08,01,09,04,27,14.50,2542.00,-0015.51
21,08,01,09,04,29,14.50,2338.50,-0013.47
21,08,01,09,04,31,14.50,2343.00,-0013.51
21,08,01,09,04,33,14.50,2197.00,-0012.04
21,08,01,09,04,35,14.50,1967.00,-0009.73
21,08,01,09,04,37,14.50,1800.00,-0008.05
21,08,01,09,04,39,15.00,1818.50,-0008.23
21,08,01,09,04,41,15.00,1784.00,-0007.89
21,08,01,09,04,43,15.00,1477.00,-0004.80
21,08,01,09,04,45,15.00,1125.50,-0001.26
21,08,01,09,06,40,14.50,1272.50,-0002.74
21,08,01,09,06,42,15.00,1587.50,-0005.91
21,08,01,09,06,44,15.00,1861.50,-0008.67
21,08,01,09,06,46,15.00,2165.00,-0011.72
21,08,01,09,06,48,14.50,2519.00,-0015.28
21,08,01,09,06,50,14.50,2772.00,-0017.83
21,08,01,09,06,52,14.00,2865.50,-0018.77
21,08,01,09,06,54,14.00,2970.50,-0019.82
21,08,01,09,06,56,14.00,3017.00,-0020.29
21,08,01,09,06,58,14.00,2961.50,-0019.73
21,08,01,09,07,00,14.00,2826.00,-0018.37
21,08,01,09,07,02,14.00,2816.50,-0018.27
21,08,01,09,07,04,14.00,2704.00,-0017.14
21,08,01,09,07,06,14.00,2515.50,-0015.25
21,08,01,09,07,08,14.00,2281.00,-0012.89
21,08,01,09,07,10,14.00,2044.50,-0010.51
21,08,01,09,07,12,14.50,1784.50,-0007.89
21,08,01,09,07,14,14.50,1490.50,-0004.93
21,08,01,09,07,16,15.00,1153.00,-0001.54
21,08,01,11,19,09,18.50,1117.00,-0001.18
21,08,01,11,19,11,17.50,1347.50,-0003.50
21,08,01,11,19,13,17.00,1567.50,-0005.71
21,08,01,11,19,15,16.50,1804.50,-0008.09
21,08,01,11,19,17,16.50,1825.00,-0008.30
21,08,01,11,19,19,16.00,1903.00,-0009.08
21,08,01,11,19,21,16.00,1938.50,-0009.44
21,08,01,11,19,23,16.00,1975.00,-0009.81
21,08,01,11,19,25,15.50,1974.00,-0009.80
21,08,01,11,19,27,15.50,1783.00,-0007.88
21,08,01,11,19,29,15.50,1491.50,-0004.94
21,08,01,11,19,31,15.50,1169.50,-0001.71
21,08,01,11,19,51,15.50,1192.00,-0001.93
21,08,01,11,19,53,15.50,1467.00,-0004.70
21,08,01,11,19,55,15.50,1766.50,-0007.71
21,08,01,11,19,57,15.50,1854.00,-0008.59
21,08,01,11,19,59,15.50,1782.00,-0007.87
21,08,01,11,20,01,15.50,1575.50,-0005.79
21,08,01,11,20,03,15.50,1283.50,-0002.85
21,08,01,11,24,20,15.50,1243.00,-0002.44
21,08,01,11,25,38,16.00,1307.50,-0003.09
21,08,01,11,25,40,15.50,1460.50,-0004.63
21,08,01,11,25,42,15.50,1715.00,-0007.19
21,08,01,11,25,44,15.50,2041.00,-0010.47
21,08,01,11,25,46,15.00,2419.00,-0014.28
21,08,01,11,25,48,14.50,2780.00,-0017.91
21,08,01,11,25,50,14.50,2682.50,-0016.93
21,08,01,11,25,52,14.50,2448.50,-0014.57
21,08,01,11,25,54,14.50,2364.00,-0013.72
21,08,01,11,25,56,14.50,2120.00,-0011.27
21,08,01,11,25,58,14.50,1855.00,-0008.60
21,08,01,11,26,00,15.00,1567.50,-0005.71
21,08,01,11,26,02,15.00,1255.00,-0002.57
21,08,01,16,00,14,17.00,1161.50,-0001.62
21,08,01,16,00,16,16.50,1277.50,-0002.79
21,08,01,16,00,36,16.50,1285.00,-0002.87
21,08,01,16,00,38,16.50,1573.50,-0005.77
21,08,01,16,00,40,16.00,1896.00,-0009.01
21,08,01,16,00,42,15.50,2241.00,-0012.48
21,08,01,16,00,44,15.00,2570.00,-0015.79
21,08,01,16,00,46,14.50,2593.50,-0016.03
21,08,01,16,00,48,14.00,2603.50,-0016.13
21,08,01,16,00,50,14.00,2603.00,-0016.13
21,08,01,16,00,52,13.50,2620.00,-0016.30
21,08,01,16,00,54,13.50,2689.50,-0017.00
21,08,01,16,00,56,13.50,2685.50,-0016.96
21,08,01,16,00,58,13.50,2695.00,-0017.05
21,08,01,16,01,00,13.00,2744.50,-0017.55
21,08,01,16,01,02,13.00,2773.00,-0017.84
21,08,01,16,01,04,13.00,2758.00,-0017.69
21,08,01,16,01,06,13.00,2789.50,-0018.00
21,08,01,16,01,08,13.00,2678.00,-0016.88
21,08,01,16,01,10,13.00,2419.00,-0014.28
21,08,01,16,01,12,13.50,2143.00,-0011.50
21,08,01,16,01,14,14.00,1864.50,-0008.70
21,08,01,16,01,16,14.50,1559.50,-0005.63
21,08,01,16,01,18,15.50,1235.50,-0002.37
21,08,01,16,02,14,16.00,1228.00,-0002.29
21,08,01,16,02,16,16.00,1512.50,-0005.16
21,08,01,16,02,18,16.00,1793.00,-0007.98
21,08,01,16,02,20,15.50,2059.00,-0010.65
21,08,01,16,02,22,15.50,2332.50,-0013.40
21,08,01,16,02,24,15.00,2634.00,-0016.44
21,08,01,16,02,26,14.00,2984.50,-0019.96
21,08,01,16,02,28,13.50,3337.50,-0023.52
21,08,01,16,02,30,13.50,3680.00,-0026.96
21,08,01,16,02,32,13.00,3992.00,-0030.10
21,08,01,16,02,34,13.00,4027.00,-0030.45
21,08,01,16,02,36,13.00,4054.00,-0030.72
21,08,01,16,02,38,13.00,4075.00,-0030.93
21,08,01,16,02,40,13.00,4117.50,-0031.36
21,08,01,16,02,42,12.50,4109.50,-0031.28
21,08,01,16,02,44,12.50,4136.50,-0031.55
21,08,01,16,02,46,12.50,4138.50,-0031.57
21,08,01,16,02,48,12.50,4016.50,-0030.35
21,08,01,16,02,50,12.50,3813.00,-0028.30
21,08,01,16,02,52,12.50,3617.50,-0026.33
21,08,01,16,02,54,12.50,3422.50,-0024.37
21,08,01,16,02,56,12.50,3220.00,-0022.33
21,08,01,16,02,58,12.50,3014.50,-0020.27
21,08,01,16,03,00,12.50,2794.00,-0018.05
21,08,01,16,03,02,12.50,2560.00,-0015.69
21,08,01,16,03,04,13.00,2319.00,-0013.27
21,08,01,16,03,06,13.50,2067.50,-0010.74
21,08,01,16,03,08,14.00,1796.00,-0008.01
21,08,01,16,03,10,14.50,1502.50,-0005.06
21,08,01,16,03,12,15.00,1187.50,-0001.89
21,08,01,17,47,37,16.50,1295.00,-0002.97
21,08,01,17,47,39,16.00,1590.00,-0005.94
21,08,01,17,47,41,16.00,1887.00,-0008.92
21,08,01,17,47,43,16.00,2211.50,-0012.19
21,08,01,17,47,45,16.00,2530.00,-0015.39
21,08,01,17,47,47,15.50,2860.00,-0018.71
21,08,01,17,47,49,15.00,3171.50,-0021.85
21,08,01,17,47,51,14.50,3474.50,-0024.89
21,08,01,17,47,53,14.00,3786.50,-0028.03
21,08,01,17,47,55,13.50,3882.50,-0029.00
21,08,01,17,47,57,13.50,3922.00,-0029.40
21,08,01,17,47,59,13.50,3962.00,-0029.80
