year,month,day,hour,minute,second,var1,pressure,depth
21,07,19,09,12,34,20.50,1266.00,-0002.68
21,07,19,09,12,36,19.50,1594.00,-0005.98
21,07,19,09,12,38,18.00,1947.00,-0009.53
21,07,19,09,12,40,17.00,2284.50,-0012.92
21,07,19,09,12,42,16.00,2535.50,-0015.45
21,07,19,09,12,44,15.50,2835.50,-0018.47
21,07,19,09,12,46,15.00,2948.50,-0019.60
21,07,19,09,12,48,14.50,2890.00,-0019.01
21,07,19,09,12,50,14.50,2747.50,-0017.58
21,07,19,09,12,52,14.50,2591.50,-0016.01
21,07,19,09,12,54,14.50,2418.00,-0014.27
21,07,19,09,12,56,14.50,2167.00,-0011.74
21,07,19,09,12,58,15.00,1862.50,-0008.68
21,07,19,09,13,00,15.50,1535.00,-0005.38
21,07,19,09,13,02,16.50,1177.50,-0001.79
21,07,19,09,40,16,20.00,1185.00,-0001.86
21,07,19,09,40,18,19.00,1583.50,-0005.87
21,07,19,09,40,20,17.50,1975.00,-0009.81
21,07,19,09,40,22,16.50,2179.00,-0011.86
21,07,19,09,40,24,16.00,2057.00,-0010.63
21,07,19,09,40,26,16.00,1985.50,-0009.91
21,07,19,09,40,28,15.50,2150.50,-0011.57
21,07,19,09,40,30,15.00,2288.00,-0012.96
21,07,19,09,40,32,15.00,2278.00,-0012.86
21,07,19,09,40,34,14.50,2404.50,-0014.13
21,07,19,09,40,36,14.50,2214.50,-0012.22
21,07,19,09,40,38,14.50,1929.50,-0009.35
21,07,19,09,40,40,15.50,1613.00,-0006.17
21,07,19,09,40,42,16.50,1260.50,-0002.62
21,07,19,09,47,31,18.50,1421.50,-0004.24
21,07,19,09,47,33,17.50,1803.50,-0008.08
21,07,19,09,47,35,16.50,2130.00,-0011.37
21,07,19,09,47,37,15.50,2292.50,-0013.00
21,07,19,09,47,39,15.00,2607.00,-0016.17
21,07,19,09,47,41,14.50,2791.50,-0018.02
21,07,19,09,47,43,14.50,2971.00,-0019.83
21,07,19,09,47,45,14.00,3013.00,-0020.25
21,07,19,09,47,47,14.00,2848.00,-0018.59
21,07,19,09,47,49,14.00,2573.00,-0015.82
21,07,19,09,47,51,14.00,2266.50,-0012.74
21,07,19,09,47,53,14.50,1946.00,-0009.52
21,07,19,09,47,55,15.00,1606.00,-0006.10
21,07,19,09,47,57,16.00,1245.00,-0002.46
21,07,19,09,49,09,18.50,1423.00,-0004.26
21,07,19,09,49,11,17.50,1802.00,-0008.07
21,07,19,09,49,13,16.50,2159.50,-0011.66
21,07,19,09,49,15,15.50,2483.50,-0014.92
21,07,19,09,49,17,15.00,2685.50,-0016.96
21,07,19,09,49,19,14.50,2548.00,-0015.57
21,07,19,09,49,21,14.50,2291.50,-0012.99
21,07,19,09,49,23,14.50,2032.00,-0010.38
