year,month,day,hour,minute,second,var1,pressure,depth
21,07,20,06,13,47,14.50,1167.00,-0001.68
21,07,20,06,13,49,14.50,1354.50,-0003.57
21,07,20,06,13,51,14.00,1313.00,-0003.15
21,07,20,07,39,00,16.00,1246.00,-0002.47
21,07,20,07,39,02,15.50,1413.50,-0004.16
21,07,20,07,39,04,15.00,1546.00,-0005.49
21,07,20,07,39,06,14.50,1631.50,-0006.35
21,07,20,07,39,08,14.50,1388.50,-0003.91
21,07,20,15,59,22,24.00,1100.50,-0001.01
21,07,20,16,53,34,21.00,1150.50,-0001.51
21,07,20,16,53,36,20.50,1382.00,-0003.84
21,07,20,16,53,38,20.00,1500.50,-0005.04
21,07,20,16,53,40,19.50,1546.00,-0005.49
21,07,20,16,53,42,19.50,1249.50,-0002.51
21,07,20,16,53,56,20.50,1157.50,-0001.58
21,07,20,16,53,58,20.00,1463.50,-0004.66
21,07,20,16,54,00,19.50,1727.50,-0007.32
21,07,20,16,54,02,19.00,1904.00,-0009.09
21,07,20,16,54,04,18.50,1751.00,-0007.56
21,07,20,16,54,06,18.50,1467.00,-0004.70
21,07,20,16,54,08,19.00,1143.00,-0001.44
21,07,20,16,55,44,20.50,1274.50,-0002.76
21,07,20,16,55,46,20.00,1505.50,-0005.09
21,07,20,16,55,48,19.50,1445.50,-0004.48
21,07,20,16,55,50,19.50,1141.50,-0001.42
21,07,20,16,56,08,20.00,1281.00,-0002.83
21,07,20,16,56,10,20.00,1455.50,-0004.58
21,07,20,16,56,12,19.50,1672.00,-0006.76
21,07,20,16,56,14,19.00,1777.00,-0007.82
21,07,20,16,56,16,18.00,2065.50,-0010.72
21,07,20,16,56,18,17.50,2326.00,-0013.34
21,07,20,16,56,20,17.50,2344.50,-0013.53
21,07,20,16,56,22,17.50,2110.50,-0011.17
21,07,20,16,56,24,17.50,1845.00,-0008.50
21,07,20,16,56,26,18.00,1552.50,-0005.56
21,07,20,16,56,28,18.50,1236.50,-0002.38
