year,month,day,hour,minute,second,var1,pressure,depth
21,07,22,07,21,11,19.50,1301.50,-0003.03
21,07,22,07,21,13,19.50,1332.00,-0003.34
21,07,22,07,21,15,19.50,1355.50,-0003.58
21,07,22,07,21,17,19.50,1431.50,-0004.34
21,07,22,07,21,19,19.50,1395.50,-0003.98
21,07,22,07,21,21,19.50,1370.00,-0003.72
21,07,22,07,28,30,19.50,1112.00,-0001.13
21,07,22,07,28,42,19.50,1355.50,-0003.58
21,07,22,07,28,44,19.50,1379.00,-0003.81
21,07,22,07,28,46,19.50,1153.00,-0001.54
21,07,22,07,28,56,19.50,1359.00,-0003.61
21,07,22,07,28,58,19.50,1439.00,-0004.42
21,07,22,07,29,00,19.50,1226.00,-0002.27
21,07,22,07,29,44,19.50,1102.00,-0001.03
21,07,22,07,29,46,19.50,1160.00,-0001.61
21,07,22,07,30,02,19.50,1176.50,-0001.78
21,07,22,07,30,04,19.50,1447.50,-0004.50
21,07,22,07,30,06,18.50,1763.50,-0007.68
21,07,22,07,30,08,17.50,2067.50,-0010.74
21,07,22,07,30,10,16.50,2282.50,-0012.90
21,07,22,07,30,12,16.00,2313.00,-0013.21
21,07,22,07,30,14,15.50,2342.00,-0013.50
21,07,22,07,30,16,15.50,2231.50,-0012.39
21,07,22,07,30,18,15.00,2252.50,-0012.60
21,07,22,07,30,20,15.00,2070.50,-0010.77
21,07,22,07,30,22,15.00,1748.50,-0007.53
21,07,22,07,30,24,16.00,1474.50,-0004.77
21,07,22,07,30,26,17.00,1131.00,-0001.32
21,07,22,07,30,52,18.50,1121.50,-0001.22
21,07,22,07,30,54,18.50,1355.50,-0003.58
21,07,22,07,30,56,18.50,1581.00,-0005.84
21,07,22,07,30,58,17.50,1859.00,-0008.64
21,07,22,07,31,00,17.00,2170.00,-0011.77
21,07,22,07,31,02,16.00,2418.00,-0014.27
21,07,22,07,31,04,15.50,2164.00,-0011.71
21,07,22,07,31,06,15.50,1874.50,-0008.80
21,07,22,07,31,08,16.00,1534.00,-0005.37
21,07,22,07,31,10,17.50,1201.00,-0002.02
21,07,22,07,36,23,19.00,1321.00,-0003.23
21,07,22,07,36,25,19.50,1376.00,-0003.78
21,07,22,07,36,27,19.50,1412.50,-0004.15
21,07,22,07,36,28,19.50,1423.00,-0004.26
21,07,22,07,36,30,19.00,1463.50,-0004.66
21,07,22,07,36,32,19.50,1391.50,-0003.94
21,07,22,07,36,34,19.50,1404.50,-0004.07
21,07,22,07,36,36,19.00,1169.00,-0001.70
21,07,22,07,37,08,19.50,1145.00,-0001.46
21,07,22,07,37,10,19.50,1344.00,-0003.46
21,07,22,07,37,12,19.50,1510.50,-0005.14
21,07,22,07,37,14,18.50,1782.00,-0007.87
21,07,22,07,37,16,17.50,1871.50,-0008.77
21,07,22,07,37,18,16.50,1840.00,-0008.45
21,07,22,07,37,20,16.50,1800.50,-0008.05
21,07,22,07,37,22,17.00,1526.50,-0005.30
21,07,22,07,37,24,18.00,1221.50,-0002.23
21,07,22,07,37,46,19.00,1152.00,-0001.53
21,07,22,07,37,48,19.00,1333.00,-0003.35
21,07,22,07,37,50,19.00,1434.50,-0004.37
21,07,22,07,37,52,18.50,1618.50,-0006.22
21,07,22,07,37,54,18.00,1790.00,-0007.95
21,07,22,07,37,56,17.00,1875.00,-0008.80
21,07,22,07,37,58,17.00,1766.50,-0007.71
21,07,22,07,38,00,17.00,1566.00,-0005.69
21,07,22,07,38,02,18.00,1257.00,-0002.59
21,07,22,07,38,16,19.00,1158.00,-0001.59
21,07,22,07,39,00,19.00,1191.50,-0001.93
21,07,22,07,39,02,19.00,1431.50,-0004.34
21,07,22,07,39,04,19.00,1641.00,-0006.45
21,07,22,07,39,06,18.50,1659.50,-0006.63
21,07,22,07,39,08,18.00,1683.50,-0006.88
21,07,22,07,39,10,18.00,1680.00,-0006.84
21,07,22,07,39,12,18.00,1574.50,-0005.78
21,07,22,07,39,14,18.50,1249.50,-0002.51
21,07,22,08,07,36,21.00,1132.50,-0001.33
21,07,22,08,07,38,20.50,1450.50,-0004.53
21,07,22,08,07,40,20.00,1399.50,-0004.02
21,07,22,08,07,42,20.00,1359.50,-0003.62
21,07,22,08,07,44,20.00,1249.50,-0002.51
21,07,22,08,38,09,20.00,1202.50,-0002.04
21,07,22,08,38,11,20.00,1461.00,-0004.64
21,07,22,08,38,13,19.00,1749.00,-0007.53
21,07,22,08,38,15,18.00,1964.50,-0009.70
21,07,22,08,38,17,17.00,1857.00,-0008.62
21,07,22,08,38,19,17.50,1539.50,-0005.43
21,07,22,08,38,21,18.50,1210.50,-0002.12
21,07,22,08,39,13,19.50,1203.50,-0002.05
21,07,22,08,39,15,19.50,1413.50,-0004.16
21,07,22,08,39,17,19.00,1587.00,-0005.91
21,07,22,08,39,19,18.50,1685.00,-0006.89
21,07,22,08,39,21,18.00,1774.50,-0007.79
21,07,22,08,39,23,17.50,1916.50,-0009.22
21,07,22,08,39,25,16.50,1888.50,-0008.94
21,07,22,08,39,27,17.00,1655.50,-0006.59
21,07,22,08,39,29,17.50,1333.00,-0003.35
21,07,22,08,40,15,19.50,1190.50,-0001.92
21,07,22,08,40,17,19.50,1414.00,-0004.16
21,07,22,08,40,19,19.50,1229.00,-0002.30
21,07,22,08,55,01,20.50,1252.00,-0002.54
21,07,22,08,55,03,20.00,1520.00,-0005.23
21,07,22,08,55,05,18.50,1851.50,-0008.57
21,07,22,08,55,07,17.50,2183.50,-0011.91
21,07,22,08,55,09,16.50,2456.00,-0014.65
21,07,22,08,55,11,16.00,2667.50,-0016.78
21,07,22,08,55,13,15.50,2749.50,-0017.60
21,07,22,08,55,15,15.00,2866.50,-0018.78
21,07,22,08,55,17,14.50,2945.50,-0019.57
21,07,22,08,55,19,14.00,3123.50,-0021.36
21,07,22,08,55,21,14.00,3272.00,-0022.86
21,07,22,08,55,23,13.50,3074.50,-0020.87
21,07,22,08,55,25,13.50,2750.50,-0017.61
21,07,22,08,55,27,14.00,2441.00,-0014.50
21,07,22,08,55,29,14.00,2123.50,-0011.30
21,07,22,08,55,31,14.50,1821.00,-0008.26
21,07,22,08,55,33,15.00,1491.00,-0004.94
21,07,22,08,55,35,16.50,1155.00,-0001.56
21,07,22,08,57,35,20.00,1162.00,-0001.63
21,07,22,08,57,37,20.00,1367.50,-0003.70
21,07,22,08,57,39,19.50,1332.50,-0003.34
21,07,22,08,57,41,19.50,1255.50,-0002.57
21,07,22,08,58,31,20.00,1277.50,-0002.79
21,07,22,08,58,33,19.50,1526.00,-0005.29
21,07,22,08,58,35,18.50,1769.50,-0007.74
21,07,22,08,58,37,17.50,2021.00,-0010.27
21,07,22,08,58,39,16.50,2196.00,-0012.03
21,07,22,08,58,41,16.00,2458.00,-0014.67
21,07,22,08,58,43,15.50,2743.00,-0017.53
21,07,22,08,58,45,15.00,2875.00,-0018.86
21,07,22,08,58,47,14.50,2995.00,-0020.07
21,07,22,08,58,49,14.50,2936.00,-0019.48
21,07,22,08,58,51,14.00,2758.50,-0017.69
21,07,22,08,58,53,14.00,2492.00,-0015.01
21,07,22,08,58,55,14.50,2215.50,-0012.23
21,07,22,08,58,57,14.50,1941.00,-0009.47
21,07,22,08,58,59,15.00,1629.50,-0006.33
21,07,22,08,59,01,16.00,1299.00,-0003.01
21,07,22,09,00,49,20.00,1120.50,-0001.21
21,07,22,09,00,51,19.50,1363.50,-0003.66
21,07,22,09,00,53,19.00,1588.00,-0005.92
21,07,22,09,00,55,18.50,1457.50,-0004.60
21,07,22,09,00,57,19.00,1140.00,-0001.41
