transectlengthkm,mxobserved,densitykm2,area_surveyedkm2,Longitude,Latitude,gridsizekm2
4.244698087,3,1.766910118,1.697879235,-8.089364753,51.65527877,16000000
0,0,,0,-7.810632223,51.25712854,16000000
0,0,,0,-7.064290484,51.28313698,16000000
0,0,,0,-7.164570113,51.64446481,16000000
2.800559749,0,0,1.1202239,-6.557869886,52.17299314,10869093.13
4.139954118,2,1.207742854,1.655981647,-7.033423085,52.00204023,16000000
4.142440534,0,0,1.656976213,-8.553694487,51.47812746,16000000
4.141164928,4,2.414779458,1.656465971,-8.26164877,51.7284211,16000000
4.139749585,1,0.603901262,1.655899834,-6.046357789,51.94543606,16000000
4.139398448,0,0,1.655759379,-7.203819335,52.11266587,15971428.36
0,0,,0,-8.555787577,51.26232771,16000000
0,0,,0,-7.229346318,51.46560737,16000000
0,0,,0,-8.269163971,51.26088928,16000000
0,0,,0,-7.112757624,51.49975975,16000000
0,0,,0,-7.464414194,51.32504045,16000000
0,0,,0,-6.531149808,51.59687707,16000000
0,0,,0,-6.120987784,52.59481027,16000000
4.785663416,15,7.835904188,1.914265366,-6.214045705,52.05744885,16000000
4.13965271,0,0,1.655861084,-6.507462061,52.02805208,16000000
4.050679406,0,0,1.620271762,-6.308942191,52.41937819,14767684.94
0,0,,0,-5.795970984,52.19072231,16000000
4.140687436,0,0,1.656274975,-7.388047942,51.86355771,16000000
0,0,,0,-6.882404382,51.49582571,16000000
0,0,,0,,,2221057.295
0,0,,0,-7.282850809,51.57431455,16000000
4.140506501,2,1.207581729,1.6562026,-7.270540932,51.89785712,16000000
4.395719817,58,32.98663382,1.758287927,-5.864502662,52.04865976,16000000
0,0,,0,,,620690.2081
0,0,,0,-7.120145379,51.32001968,16000000
2.993977205,0,0,1.197590882,,,8554403.752
3.2322593,0,0,1.29290372,-7.626895159,51.65078186,16000000
0,0,,0,,,1485092.247
0,0,,0,-5.833929961,52.47955339,16000000
0,0,,0,-7.049017129,51.64260132,16000000
0,0,,0,-6.236176584,51.6982251,16000000
0,0,,0,-6.419839835,51.52253217,16000000
0,0,,0,-8.211226706,51.29648227,16000000
0,0,,0,,,395492.4834
4.138309172,9,5.437003149,1.655323669,-6.083446348,52.27013285,16000000
0,0,,0,-6.358082929,51.59310722,16000000
0,0,,0,,,2529248
4.140212763,3,1.811501106,1.656085105,-6.571549743,51.92147591,16000000
4.790259634,2,1.043784759,1.916103854,-8.087195752,51.76316196,16000000
4.140962736,0,0,1.656385094,-7.854485089,51.79709132,16000000
0,0,,0,,,841620.4245
0,0,,0,,,1355917.981
4.139695439,0,0,1.655878176,-6.501446803,52.13583965,16000000
4.142335137,0,0,1.656934055,-7.918490675,51.5459262,16000000
2.185747941,0,0,0.874299177,-7.792648012,51.94033871,10186641.6
4.785738963,0,0,1.914295585,-8.726703216,51.442691,16000000
0,0,,0,-7.103790648,51.71543951,16000000
0,0,,0,-6.765489669,51.52962864,16000000
0,0,,0,-7.006970301,51.28217501,16000000
4.140283987,36,21.73763932,1.656113595,-7.501795997,51.93699619,16000000
0,0,,0,,,4272948.091
4.785233968,0,0,1.914093587,-8.669149956,51.44254272,16000000
0,0,,0,-6.718637975,51.3128842,13199899
0,0,,0,,,269524.0701
4.140292999,47,28.37963401,1.6561172,-6.862158894,51.92711517,16000000
0,0,,0,-6.939987748,51.49685161,16000000
4.138521581,0,0,1.655408632,-6.202805553,52.23704992,16000000
4.787540482,7,3.655321572,1.915016193,-6.742294298,51.99681785,16000000
2.995088949,0,0,1.19803558,-6.38257291,52.16923185,12136863.83
0,0,,0,,,4581342.306
0,0,,0,-6.991245399,51.64162696,16000000
4.668978154,0,0,1.867591262,-6.029707503,52.19684321,16000000
4.786560078,0,0,1.914624031,-7.682610933,51.72335605,16000000
4.140398242,35,21.13323282,1.656159297,-7.793612381,51.90438239,16000000
4.631935998,5,2.698655596,1.852774399,-6.857017895,52.03493167,16000000
0,0,,0,-6.59831774,51.41840146,16000000
4.141924931,1,0.603584092,1.656769972,-8.379441958,51.58523644,16000000
0,0,,0,-5.718998491,52.44044249,16000000
0,0,,0,-6.3004025,51.59179396,8110872
0.446367389,0,0,0.178546956,-7.511298448,51.64937318,16000000
4.140129996,3,1.811537321,1.656051998,-7.325975565,51.9705947,16000000
0.494167655,0,0,0.197667062,-7.920192403,51.47400531,16000000
0.685292891,0,0,0.274117156,-7.452278818,51.68457895,16000000
4.789872026,0,0,1.915948811,-7.327314049,51.93464593,16000000
4.139156679,0,0,1.655662672,-6.227379575,51.84191805,16000000
4.140509677,26,15.69855044,1.656203871,-7.212435008,51.89698866,16000000
0,0,,0,-8.268020916,51.33281975,16000000
4.78870509,25,13.05154501,1.915482036,-5.905335161,52.30157042,16000000
4.142476743,0,0,1.656990697,-8.496097874,51.47789413,16000000
4.140477824,0,0,1.65619113,-7.502992492,51.90104416,16000000
4.140691149,9,5.433875454,1.65627646,-7.097750195,51.85922097,16000000
4.142686572,0,0,1.657074629,-8.784426215,51.40684391,16000000
4.140694131,0,0,1.656277653,-6.46141251,51.81123175,16000000
4.784526068,4,2.090071171,1.913810427,-6.0975116,52.05463424,16000000
0.097968785,0,0,0.039187514,-6.523319584,51.74060646,16000000
4.137315899,1,0.604256494,1.65492636,-6.069202644,52.48562084,16000000
0,0,,0,,,2004055.8
4.142788883,0,0,1.657115553,-8.323844973,51.44105976,16000000
4.140686382,9,5.433881711,1.656274553,-7.039699752,51.85826772,16000000
4.141773104,3,1.810818655,1.656709241,-8.841437036,51.55080319,16000000
0.020941322,0,0,0.008376529,,,794859.4971
0,0,,0,,,7519678.6
0.876747983,0,0,0.350699193,-6.754862095,51.74525999,16000000
4.140251343,0,0,1.656100537,-6.687781926,51.92381765,16000000
4.141553852,2,1.207276346,1.656621541,-7.857210298,51.68921661,16000000
4.527105985,1,0.552229174,1.810842394,-8.322780601,51.51298885,16000000
4.139372769,0,0,1.655749108,-7.378984932,52.11520472,15124552.06
0,0,,0,-8.498461055,51.26209616,16000000
4.141378054,5,3.018318984,1.656551222,-8.26223409,51.69245847,16000000
4.13905447,27,16.30807241,1.655621788,-5.97857178,52.08761793,16000000
0,0,,0,-7.630144663,51.54291386,16000000
0,0,,0,-8.036876433,51.40308491,16000000
4.139398403,0,0,1.655759361,-6.853572589,52.10680804,16000000
4.790029861,0,0,1.916011945,-6.676628006,52.13942278,16000000
4.787985624,8,4.177121982,1.91519425,-6.146606319,52.19973018,16000000
4.137136414,7,4.229978963,1.654854566,-6.00793732,52.52005953,16000000
0,0,,0,,,800117.8424
0,0,,0,-7.236269387,51.2858546,16000000
0,0,,0,,,511914.7264
0,0,,0,-7.459590204,51.46885875,16000000
4.140123276,228,137.6770598,1.656049311,-7.384180038,51.97140789,16000000
0,0,,0,-6.995997124,51.53379406,16000000
1.156299206,3,6.486210458,0.462519682,-7.10228525,51.75138526,16000000
3.946534897,0,0,1.578613959,-6.695140569,51.78007554,16000000
4.141196827,4,2.414760857,1.656478731,-8.203737919,51.72804297,16000000
0,0,,0,-8.325433289,51.33316444,16000000
4.791718963,0,0,1.916687585,-6.196004615,52.34480709,16000000
4.141051332,0,0,1.656420533,-7.506567028,51.79318661,16000000
0,0,,0,-7.109781034,51.57165401,16000000
0,0,,0,-7.123079169,51.24812189,16000000
4.139549397,0,0,1.655819759,-6.388881723,52.06145486,16000000
4.139383674,0,0,1.655753469,-6.736851573,52.10462439,16000000
4.14004315,0,0,1.65601726,-6.569607721,51.95740776,16000000
0,0,,0,-6.432715824,52.31421987,9702822.056
0,0,,0,-7.222351179,51.64535393,16000000
3.221542339,0,0,1.288616936,,,10503692.95
4.141226854,1,0.603685837,1.656490742,-8.145828383,51.72763632,16000000
0,0,,0,,,3630666.209
0,0,,0,-6.779455775,51.24210536,16000000
1.943378498,0,0,0.777351399,-6.182273154,52.56031361,12976059.17
4.140452496,26,15.69876724,1.656180999,-7.619233636,51.90246554,16000000
0,0,,0,-8.785099899,51.26297321,16000000
4.788709176,38,19.83833148,1.91548367,-7.21100656,51.93293548,16000000
4.138863466,60,36.24183335,1.655545386,-5.91779841,52.12201916,16000000
4.786964974,0,0,1.91478599,-6.684079499,51.9956871,16000000
4.794515836,0,0,1.917806334,-6.130372396,52.45114888,16000000
0,0,,0,-7.395711531,51.64785076,16000000
4.140868772,6,3.622428245,1.656347509,-7.041260746,51.82232395,16000000
0,0,,0,-6.758419351,51.67338393,16000000
4.140237655,260,156.9958187,1.656095062,-7.676300472,51.93908791,16000000
4.140359701,0,0,1.65614388,-6.51542391,51.88433147,16000000
4.789703,2,1.043906063,1.9158812,-6.97356633,52.03699451,16000000
0,0,,0,-7.347060302,51.39538489,16000000
4.138336495,0,0,1.655334598,-6.141992414,52.27156556,16000000
1.851098026,0,0,0.74043921,-7.686774312,51.57953008,16000000
0,0,,0,-6.702438162,51.63632916,16000000
4.139473868,1,0.603941486,1.655789547,-6.099838668,52.01871677,16000000
4.142090034,0,0,1.656836014,-8.033079606,51.58289415,16000000
0,0,,0,-7.750396214,51.36441082,16000000
4.110795168,0,0,1.644318067,-6.2295857,51.80599525,16000000
4.141408594,2,1.20731869,1.656563438,-8.204369135,51.69208083,16000000
0,0,,0,-6.877390261,51.60365159,16000000
0,0,,0,,,402960.4911
0,0,,0,-6.529198349,51.63280983,16000000
3.58831556,0,0,1.435326224,-7.437379065,52.1159932,12177725.15
0,0,,0,-6.761961849,51.60150681,16000000
0,0,,0,-7.69193016,51.3997423,16000000
0,0,,0,-6.94483553,51.38901946,16000000
0,0,,0,-6.999148555,51.46190418,16000000
2.6729585,0,0,1.0691834,-7.910744759,51.86955875,9892252.322
0,0,,0,-8.151872025,51.40397351,16000000
3.959549711,0,0,1.583819884,-6.499433299,52.17176829,15351403.13
1.342320061,0,0,0.536928025,-6.581199313,51.74181258,16000000
0,0,,0,,,3589099.408
0,0,,0,-6.887387432,51.38799749,16000000
4.140918614,9,5.433576966,1.656367446,-7.970473997,51.79816414,16000000
0,0,,0,-6.951252643,51.24523965,16000000
4.140882101,0,0,1.65635284,-7.215282974,51.82509426,16000000
4.140712977,0,0,1.656285191,-7.969654124,51.83412329,15858942.55
0,0,,0,-6.652106376,51.49143962,16000000
1.126683442,0,0,0.450673377,,,8738059.433
4.138360511,1,0.604103967,1.655344204,-6.200543338,52.27296926,16000000
4.78340715,2,1.045280036,1.91336286,-5.980996993,52.05170453,16000000
0,0,,0,-6.355995047,51.62903515,16000000
0,0,,0,-7.05055875,51.60665603,16000000
4.142253778,0,0,1.656901511,-8.149199895,51.54782593,16000000
4.140135692,4,2.415379771,1.656054277,-7.034997174,51.96609748,16000000
4.139392192,0,0,1.655756877,-6.795210223,52.10573065,16000000
4.781326061,2,1.045734998,1.912530424,-6.048716568,51.90951957,16000000
4.790907724,27,14.08918808,1.916363089,-7.794574737,51.86842583,16000000
0,0,,0,-8.383810528,51.26154886,16000000
2.946337868,0,0,1.178535147,-7.919342422,51.50996587,16000000
4.140267163,0,0,1.656106865,-6.745903853,51.9249455,16000000
4.139945021,3,1.811618261,1.655978008,-6.916961001,52.00003758,16000000
0,0,,0,-6.986463963,51.74945755,16000000
4.793153421,0,0,1.917261368,-6.01281086,52.44823577,16000000
4.140137639,464,280.1839217,1.656055056,-7.209575123,51.96888206,16000000
4.140661044,1,0.603768329,1.656264418,-7.562259547,51.86581599,16000000
4.141306676,11,6.640416214,1.656522671,-7.972108626,51.72624516,16000000
4.140105184,2,1.207698785,1.656042074,-6.802273048,51.9619824,16000000
4.793190616,54,28.16495542,1.917276246,-7.321943272,52.07843955,16000000
4.138222234,2,1.208248305,1.655288893,-6.256879317,52.31026479,16000000
0,0,,0,-6.653951465,51.45550275,16000000
4.788120012,0,0,1.915248005,-6.80051288,51.99791985,16000000
0,0,,0,-7.579191304,51.32648921,16000000
0,0,,0,,,773059.7553
4.140695234,0,0,1.656278094,-7.271920122,51.86190894,16000000
0,0,,0,-8.152536606,51.36800984,16000000
4.140139875,63,38.04219296,1.65605595,-7.151379348,51.96798261,16000000
0,0,,0,,,375756.1175
4.697445123,0,0,1.878978049,-7.274669886,51.79001182,16000000
4.138840096,1,0.604033967,1.655536038,-6.148906018,52.16381206,16000000
4.138967843,10,6.040153233,1.655587137,-6.092842827,52.12646829,16000000
0,0,,0,-7.68987423,51.47165812,16000000
4.786059977,0,0,1.914423991,-8.379931388,51.54927205,16000000
0,0,,0,-7.166020556,51.60851713,16000000
0,0,,0,-7.114241297,51.46381224,16000000
0,0,,0,-6.879065103,51.56770989,16000000
4.137755875,2,1.208384484,1.65510235,-5.958985893,52.37491435,16000000
4.152247203,0,0,1.660898881,-6.272319827,52.05881298,16000000
0,0,,0,-5.793384383,52.22662855,16000000
0,0,,0,,,734814.5987
4.142728402,0,0,1.657091361,-8.438943232,51.44166708,16000000
4.141518435,0,0,1.656607374,-8.667843778,51.62237326,13070243.46
4.790301846,0,0,1.916120739,-7.0318457,52.03798272,16000000
4.140125099,0,0,1.656050039,-6.918628148,51.9640974,16000000
0,0,,0,-7.864395002,51.40154048,16000000
4.787336654,5,2.611055145,1.914934661,-8.147181195,51.65571284,16000000
4.14010161,0,0,1.656040644,-6.051070431,51.87360278,16000000
0,0,,0,-7.408273882,51.2883197,16000000
4.1411845,0,0,1.6564738,-7.797449789,51.76055475,16000000
0,0,,0,,,504539.6971
0,0,,0,-6.933476971,51.64062419,16000000
4.786625418,48,25.06985392,1.914650167,-6.980042071,51.89322808,16000000
4.787647376,0,0,1.91505895,-7.798404151,51.72459725,16000000
2.699201945,0,0,1.079680778,-6.111401356,51.83912503,14360079.52
0,0,,0,-6.817950397,51.63853346,16000000
4.139954312,211,127.4168651,1.655981725,-7.149898355,52.00392778,16000000
0,0,,0,-7.059741629,51.39097895,16000000
4.141671765,4,2.414483949,1.656668706,-8.436728304,51.62149199,16000000
0,0,,0,-6.94965333,51.28118499,16000000
0,0,,0,-8.842182603,51.33500043,16000000
4.138483228,20,12.08172107,1.655393291,-5.854397229,52.19229589,16000000
4.789691324,19,9.91713177,1.91587653,-8.029243154,51.76269765,16000000
4.141619854,0,0,1.656647942,-7.567962202,51.68604638,16000000
0,0,,0,-7.637648717,51.29121353,16000000
4.792072528,46,23.99796733,1.916829011,-7.558809293,51.97367489,15984813.15
3.31668698,0,0,1.326674792,-6.321990531,52.20384367,14071974.51
4.140130663,1,0.603845676,1.656052265,-6.976810969,51.96511181,16000000
0,0,,0,-6.938365115,51.53279514,16000000
0,0,,0,,,813785.3856
4.139016458,0,0,1.655606583,-6.674755353,52.17535604,16000000
4.780807205,2,1.045848491,1.912322882,-5.990647297,51.9080479,13071552.75
4.791408747,3,1.565301646,1.916563499,-8.203105386,51.76400489,16000000
0,0,,0,-6.376224269,52.27700631,10892010.69
4.749053983,0,0,1.899621593,-7.913342874,51.76168332,16000000
0,0,,0,-6.880736473,51.53176793,16000000
3.107479996,0,0,1.242991998,-7.451051368,51.72053147,16000000
4.138976602,1,0.604014045,1.655590641,-5.861984235,52.08456926,16000000
4.139540146,40,24.15727266,1.655816058,-6.455333764,51.91901949,16000000
0,0,,0,-6.640955131,51.70705522,16000000
4.142325469,0,0,1.656930188,-8.380419803,51.51330744,16000000
0,0,,0,-5.734916597,52.22502402,16000000
4.793031487,0,0,1.917212595,-6.313309951,52.34753448,16000000
3.591736919,0,0,1.436694767,-8.092949837,51.47546887,16000000
0,0,,0,-6.696970664,51.74413935,16000000
0,0,,0,-6.413725267,51.63032174,16000000
0,0,,0,-6.777722611,51.2780467,16000000
4.140720739,0,0,1.656288296,-6.519379973,51.81246951,16000000
0,0,,0,-6.71327154,51.42070158,16000000
0,0,,0,-7.337921982,51.64704691,16000000
3.816052282,6,3.930763756,1.526420913,-6.984863506,51.78540057,16000000
0,0,,0,-6.824824468,51.49477156,16000000
2.518032942,0,0,1.007213177,-8.035362422,51.47500929,16000000
4.78166677,0,0,1.912666708,-8.612812552,51.29849864,16000000
4.785932201,0,0,1.91437288,-7.974547845,51.61836495,16000000
0,0,,0,-6.763727589,51.56556786,16000000
0,0,,0,-6.756642573,51.70932209,16000000
4.345778625,0,0,1.73831145,-6.137359076,52.34339976,16000000
4.139391825,0,0,1.65575673,-7.262204969,52.11354105,15964339.59
4.782496443,0,0,1.912998577,-6.517404004,51.84840063,16000000
0,0,,0,-6.533097222,51.56094403,16000000
1.092087903,0,0,0.436835161,-8.382846754,51.33348101,16000000
0,0,,0,,,3067869.407
4.139239381,1,0.603975699,1.655695752,-6.222953501,51.91376281,16000000
0,0,,0,,,317379.954
4.142043381,0,0,1.656817352,-8.148528392,51.58378846,16000000
4.788595416,4,2.088295028,1.915438166,-6.205063023,52.20113028,16000000
4.14093897,0,0,1.656375588,-6.637207046,51.77892493,16000000
0,0,,0,,,3911793.674
4.139406729,0,0,1.655762691,-6.970308078,52.10887619,16000000
4.138521365,55,33.22442676,1.655408546,-5.912828796,52.19384057,16000000
0,0,,0,-5.713647611,52.51224613,16000000
0,0,,0,,,865685.1462
0,0,,0,-7.280135166,51.64621463,16000000
0,0,,0,-6.178368531,51.69684994,16000000
4.790831892,3,1.565490121,1.916332757,-8.145149862,51.76359771,16000000
3.157984326,0,0,1.26319373,-8.841311871,51.58676954,11456761.71
4.786866634,0,0,1.914746654,-6.445117489,52.09866019,16000000
0,0,,0,-7.178940119,51.28497678,16000000
1.086553516,0,0,0.434621407,-5.846762328,52.30001976,16000000
0,0,,0,-6.003043157,52.59188209,16000000
4.142201914,0,0,1.656880766,-8.264563235,51.5486057,16000000
4.141258689,0,0,1.656503476,-7.333964713,51.75489838,16000000
0,0,,0,,,1538036.319
4.402096777,0,0,1.760838711,-6.620145812,52.10232528,14755624.68
4.795881033,0,0,1.918352413,-6.247953638,52.45394524,16000000
0,0,,0,-7.237645438,51.2499033,16000000
0,0,,0,-6.70061945,51.67226615,16000000
4.137628297,0,0,1.655051319,-6.184573819,52.52439658,15739676.93
0,0,,0,-6.231787235,51.77007215,16000000
4.789287951,1,0.521998265,1.91571518,-7.269158859,51.93380506,16000000
4.14025581,148,89.36645874,1.656102324,-7.618129972,51.9384194,16000000
0,0,,0,-8.093662402,51.43950621,16000000
2.010006598,0,0,0.804002639,-6.731374521,52.21242853,8578962.9
4.142815361,0,0,1.657126144,-8.266297446,51.44071374,16000000
4.783018956,0,0,1.913207583,-6.575421646,51.84961139,16000000
4.782130221,0,0,1.912852088,-8.6701852,51.29867427,16000000
1.503319047,0,0,0.601327619,-8.267447614,51.36878464,16000000
2.751174819,0,0,1.100469928,-6.171640236,51.80461479,16000000
4.786698316,0,0,1.914679326,-6.38678319,52.09738081,16000000
4.142759361,0,0,1.657103744,-8.3813936,51.44137754,16000000
4.428132561,43,24.27659934,1.771253025,-7.443632715,51.93624149,16000000
4.142229574,71,42.85131879,1.65689183,-8.841686589,51.47886983,16000000
0,0,,0,-6.997574472,51.49784925,16000000
4.140502637,0,0,1.656201055,-7.328649739,51.89869691,16000000
4.143180511,1,0.603401178,1.657272204,-8.727345252,51.33478943,16000000
1.802175349,0,0,0.720870139,,,7986356.835
4.142913722,0,0,1.657165489,-8.784595159,51.37087657,16000000
4.40113578,0,0,1.760454312,-6.106790757,51.91096261,16000000
0,0,,0,-7.634446001,51.39908652,16000000
4.787034492,0,0,1.914813797,-6.50345609,52.09991074,16000000
0,0,,0,-7.863503418,51.43750082,16000000
4.138383864,0,0,1.655353545,-6.259099021,52.27434396,16000000
0,0,,0,-6.943222946,51.42496377,16000000
4.140887853,0,0,1.656355141,-6.521351829,51.77653812,16000000
4.787632425,0,0,1.91505297,-8.552990992,51.55005892,16000000
3.410916392,11,8.06234948,1.364366557,-5.927675416,51.97837268,13183746.54
0,0,,0,-6.760192439,51.63744551,16000000
4.783933304,0,0,1.913573322,-8.496888863,51.40596237,16000000
0,0,,0,-7.220943415,51.68130249,16000000
4.783716596,0,0,1.913486638,-8.092235793,51.51143131,16000000
4.142320395,0,0,1.656928158,-8.726488317,51.47865774,16000000
0,0,,0,-5.721665484,52.4045402,16000000
4.138405269,0,0,1.655362108,-6.317659364,52.27568964,16000000
3.647031145,0,0,1.458812458,-8.440261216,51.33376943,16000000
4.143140567,0,0,1.657256227,-8.784763753,51.334909,16000000
4.139531059,0,0,1.655812424,-6.622057396,52.06639298,16000000
4.139895315,102,61.59576042,1.655958126,-7.557654391,52.00962738,14320971.05
4.79509004,0,0,1.918036016,-7.496984915,52.08080193,16000000
4.140737437,1,0.60375719,1.656294975,-7.911612604,51.83360051,16000000
0.655161502,0,0,0.262064601,,,2184496.869
0,0,,0,-7.111270872,51.53570701,16000000
0,0,,0,-7.581409366,51.25457491,16000000
4.141821406,26,15.69357865,1.656728562,-8.783746931,51.55071106,16000000
0,0,,0,-5.844206648,52.33592711,16000000
0,0,,0,,,3480812.184
0.304395802,0,0,0.121758321,-6.289691379,51.77142235,16000000
4.786557577,0,0,1.914623031,-7.331312768,51.82679813,16000000
4.137857937,0,0,1.655143175,-6.193728082,52.38072557,16000000
0,0,,0,-7.747450806,51.47228732,16000000
1.352855836,0,0,0.541142334,,,2166219.429
4.137266446,24,14.5023292,1.654906579,-5.951555819,52.48264554,16000000
0,0,,0,-7.518322256,51.43364582,16000000
4.137358834,0,0,1.654943533,-6.186869631,52.48847927,16000000
4.370670733,0,0,1.748268293,-7.508937662,51.72128038,16000000
4.140745417,0,0,1.656298167,-6.577351549,51.81367872,16000000
4.788702418,0,0,1.915480967,-8.668367876,51.55044171,16000000
0,0,,0,-6.833337349,51.31506327,16000000
4.14262762,0,0,1.657051048,-8.208129006,51.4763032,16000000
1.703126737,6,8.80733047,0.681250695,-8.260474467,51.80034567,8979805.516
0,0,,0,,,349164.4651
0,0,,0,-6.642823334,51.67111996,16000000
4.785220039,0,0,1.914088016,-8.265142504,51.51264194,16000000
4.13939736,30,18.11857946,1.655758944,-6.334875568,51.98829895,16000000
0,0,,0,,,3408856.554
4.13919815,0,0,1.65567926,-6.225168846,51.87784057,16000000
4.141739364,0,0,1.656695746,-7.915924802,51.6538058,16000000
0,0,,0,,,3139902.385
4.787251159,15,7.833305325,1.914900464,-6.343376206,51.84459681,16000000
0,0,,0,-7.168912423,51.53662103,16000000
3.257828153,61,46.81032665,1.303131261,-6.463430326,51.77530194,16000000
0,0,,0,-7.978579588,51.43855998,16000000
4.142179161,0,0,1.656871664,-8.610985789,51.51429861,16000000
0,0,,0,-8.441135341,51.26183654,16000000
4.139921418,3,1.81162859,1.655968567,-7.441139106,52.0081429,16000000
0,0,,0,-6.989654901,51.67757074,16000000
4.140022381,4,2.415445879,1.656008953,-6.511451303,51.95619232,16000000
4.138435357,1,0.604093041,1.655374143,-6.027308892,52.23275733,16000000
0,0,,0,-7.348354993,51.3594322,16000000
0.91657248,0,0,0.366628992,,,2978083.722
4.139557676,0,0,1.65582307,-6.738669614,52.06868914,16000000
0,0,,0,-7.51364944,51.57746502,16000000
4.356441002,153,87.80102836,1.742576401,-7.617024,51.97437303,11706103.96
4.139589338,0,0,1.655835735,-7.088594424,52.07488559,16000000
4.137628914,2,1.208421563,1.655051566,-6.015239932,52.41232344,16000000
4.142839831,0,0,1.657135932,-8.208751113,51.44033947,16000000
4.785196227,2,1.04488923,1.914078491,-5.856931533,52.15638732,16000000
0,0,,0,-6.600200154,51.38246554,16000000
0,0,,0,-6.994416502,51.56973862,16000000
4.139555075,16,9.662874215,1.65582203,-6.384680256,52.13330647,16000000
4.783446382,0,0,1.913378553,-8.43938347,51.40570142,16000000
4.139403072,0,0,1.655761229,-7.145436731,52.11176178,16000000
4.141957085,0,0,1.656782834,-8.321711804,51.58491703,16000000
4.139698751,0,0,1.6558795,-6.218508912,51.9856064,16000000
4.140509794,147,88.75718649,1.656203918,-7.154332063,51.89609152,16000000
4.790460462,0,0,1.916184185,-7.385472034,51.93545807,16000000
0,0,,0,-6.113699457,51.80320581,11782710.2
4.139522017,2,1.207868923,1.655808807,-6.324149304,52.16792026,15975185.93
0,0,,0,,,562808.8
0,0,,0,-7.108288101,51.60760077,16000000
0,0,,0,-6.774245533,51.34992857,16000000
0,0,,0,,,1126277.704
4.789335369,15,7.829896449,1.915734148,-5.963913262,52.30309205,16000000
4.782854715,60,31.36202309,1.913141886,-5.922747245,52.05019652,16000000
4.7873803,54,28.19913847,1.91495212,-6.088154446,52.19830116,16000000
0,0,,0,-5.777750111,52.44205946,16000000
0,0,,0,-5.831347223,52.5154592,16000000
4.784585422,3,1.567533932,1.913834169,-7.100776715,51.78733075,16000000
0,0,,0,,,1440920.2
0,0,,0,-7.223756019,51.60940511,16000000
4.785493592,0,0,1.914197437,-7.566826417,51.72200078,16000000
4.143220081,0,0,1.657288032,-8.669927191,51.33464172,16000000
4.140376809,0,0,1.656150724,-7.851742783,51.90496393,15534392.67
1.530570872,0,0,0.612228349,-6.812757235,51.74635214,16000000
4.69138609,0,0,1.876554436,-7.976971906,51.51048266,16000000
0,0,,0,-7.052097174,51.57071048,16000000
0,0,,0,-7.405782174,51.36022786,16000000
0.487124334,0,0,0.194849734,,,1370823.999
4.139438254,13,7.851306869,1.655775302,-6.041625424,52.01726816,16000000
4.142048408,0,0,1.656819363,-8.78391728,51.5147446,16000000
4.141437776,2,1.207310183,1.65657511,-8.146505492,51.69167469,16000000
4.138866038,0,0,1.655546415,-6.965395011,52.21669677,9432683.255
4.141015877,2,1.207433187,1.656406351,-7.680516213,51.79526761,16000000
4.141733236,75,45.27090214,1.656693294,-8.668106099,51.5864076,15757578.4
4.137878891,0,0,1.655151556,-6.252425877,52.38210558,16000000
4.140496822,0,0,1.656198729,-7.386761333,51.89950801,16000000
4.141200258,2,1.207379428,1.656480103,-7.739506183,51.75994763,16000000
4.141282578,1,0.603677714,1.656513031,-8.030013641,51.7267374,16000000
0,0,,0,-5.724326866,52.36863759,16000000
4.143102259,0,0,1.657240904,-8.497283131,51.36999615,16000000
4.137909414,3,1.81250947,1.655163765,-5.961452169,52.33900335,16000000
0,0,,0,-7.292267371,51.3226565,16000000
4.140941689,0,0,1.656376675,-7.912478641,51.79764203,16000000
0,0,,0,-6.179967621,52.59623035,15776638.48
0,0,,0,-7.226556966,51.53750674,16000000
0,0,,0,-8.03763109,51.36712237,16000000
2.305855623,0,0,0.922342249,-7.160200648,51.75230633,16000000
1.287190347,0,0,0.514876139,-8.20999147,51.36841132,16000000
0,0,,0,,,1642603.652
0,0,,0,,,6641327.911
0,0,,0,-8.211842413,51.2605174,16000000
0,0,,0,-7.524109132,51.25386639,16000000
0,0,,0,-7.055164462,51.49881863,16000000
0,0,,0,-8.094373494,51.40354331,16000000
4.782183361,1,0.522773765,1.912873344,-6.162603511,51.94829719,16000000
1.697482672,0,0,0.678993069,-8.209371934,51.40437551,16000000
0,0,,0,-7.462007189,51.39695008,16000000
4.683962502,1,0.533736126,1.873585001,-8.090084751,51.61931725,16000000
0,0,,0,-5.839079128,52.40774087,16000000
0,0,,0,-6.936739114,51.56873842,16000000
0,0,,0,-7.980978663,51.33067424,16000000
0,0,,0,-7.572481804,51.54222638,16000000
4.142363879,0,0,1.656945552,-7.803146303,51.54480628,16000000
4.139731261,0,0,1.655892505,-6.740483853,52.03275363,16000000
4.173910087,0,0,1.669564035,-6.005492824,52.55597096,16000000
4.785518701,1,0.52240941,1.91420748,-6.86386541,51.89117581,16000000
0,0,,0,-7.631223342,51.50695738,16000000
0,0,,0,-7.289590833,51.39456004,16000000
0,0,,0,-7.286903199,51.46646258,16000000
4.140980069,0,0,1.656392028,-6.753077907,51.78119762,16000000
2.56008612,0,0,1.024034448,-6.968673824,52.14481664,14293436.9
0,0,,0,-7.979380935,51.4025983,16000000
4.141310686,40,24.14694467,1.656524274,-8.377967554,51.69312825,14704235.68
0,0,,0,-7.161660168,51.7163594,16000000
4.141064162,0,0,1.656425665,-7.390613122,51.79165637,16000000
