transectlengthkm,mxobserved,densitykm2,area_surveyedkm2,Longitude,Latitude,gridsizekm2
0,0,,0,-7.690903259,51.43570033,16000000
0,0,,0,,,43775.16256
4.139947405,102,61.59498541,1.655978962,-7.266386032,52.0057002,16000000
0,0,,0,-7.118673934,51.3559682,16000000
4.141773681,3,1.810818402,1.656709472,-8.263401082,51.62053254,16000000
4.14017731,0,0,1.656070924,-6.167131297,51.87645657,16000000
1.484645778,0,0,0.593858311,,,4967498.816
0,0,,0,,,1316771.989
4.79189289,0,0,1.916757156,-6.851844514,52.14274583,16000000
4.140759973,3,1.811261713,1.656303989,-7.853572893,51.83304909,16000000
4.14272925,0,0,1.6570917,-8.726917671,51.40672403,16000000
0,0,,0,-7.6939776,51.32782553,16000000
0,0,,0,-6.592647067,51.52620761,16000000
0,0,,0,,,942084.3807
0,0,,0,,,1528296.045
0,0,,0,-5.772494638,52.51386727,16000000
0,0,,0,-7.005412412,51.31812135,16000000
0,0,,0,,,11788.74283
4.139125717,3,1.811976855,1.655650287,-6.095179658,52.09055141,16000000
4.788973193,6,3.132195441,1.915589277,-8.320638559,51.65684431,16000000
0,0,,0,-6.291842519,51.73549724,16000000
4.13899877,6,3.624064861,1.655599508,-6.1512009,52.12789364,16000000
4.140998306,1,0.603719155,1.656399323,-6.811018966,51.78229117,16000000
0,0,,0,-7.749416442,51.40036989,16000000
3.351514759,0,0,1.340605903,-5.946576253,52.55446482,16000000
2.770629457,0,0,1.108251783,-7.218119088,51.75319888,16000000
4.786530619,0,0,1.914612248,-6.328453292,52.09607258,16000000
4.137338325,0,0,1.65493533,-6.128033667,52.48706467,16000000
0,0,,0,-7.687809762,51.543573,16000000
0,0,,0,-6.890692328,51.31611071,16000000
4.139587172,0,0,1.655834869,-7.146927055,52.07581737,16000000
0,0,,0,,,145577.4036
0,0,,0,-7.278773107,51.6821643,16000000
1.518948575,0,0,0.60757943,,,2270922.934
0,0,,0,-7.394440904,51.68380253,16000000
0,0,,0,-5.88511927,52.5888366,16000000
4.78710794,1,0.522235979,1.914843176,-7.389331869,51.82760716,16000000
0,0,,0,-7.806904754,51.40096928,16000000
0,0,,0,,,1902129.899
1.210798595,0,0,0.484319438,,,6472945.837
2.564331653,0,0,1.025732661,-8.319560841,51.72877069,9911948.075
1.67254791,0,0,0.669019164,-6.926911861,51.78439265,16000000
0,0,,0,,,4915761.2
0,0,,0,,,2227177.216
4.142292242,0,0,1.656916897,-8.438060017,51.51359772,16000000
0,0,,0,-7.692954939,51.36378403,16000000
0,0,,0,-5.78036955,52.40615509,16000000
1.407719522,0,0,0.563087809,-8.498069225,51.29806305,16000000
4.78602455,0,0,1.91440982,-7.62471754,51.72269267,16000000
0,0,,0,-6.411678603,51.66625104,16000000
0.405956492,0,0,0.162382597,,,927066.5403
4.784212925,0,0,1.91368517,-8.149870006,51.51186317,16000000
0,0,,0,-7.865284743,51.36557992,16000000
0,0,,0,-7.121613788,51.28407091,16000000
0,0,,0,-7.277408213,51.71811372,16000000
0,0,,0,,,10697273.53
0,0,,0,-7.520644186,51.36173477,16000000
4.13947661,0,0,1.655790644,-6.330598532,52.06014832,16000000
4.400795452,0,0,1.760318181,-8.322246757,51.54895305,16000000
4.139276662,2,1.207940519,1.655710665,-6.28321101,51.87919598,16000000
4.13948232,5,3.019701265,1.655792928,-6.326303553,52.13199656,16000000
4.79383198,5,2.607517337,1.917532792,-6.071589114,52.44970692,16000000
4.139545175,0,0,1.65581807,-6.680361555,52.06755547,16000000
0,0,,0,-7.63658335,51.32717143,16000000
4.141245215,0,0,1.656498086,-7.507753579,51.75723361,16000000
0,0,,0,,,587160.8858
4.141255807,4,2.414726466,1.656502323,-8.087920258,51.72720113,16000000
4.794452983,1,0.52143592,1.917781193,-7.438635038,52.08004334,16000000
0,0,,0,-7.115721901,51.42786448,16000000
0,0,,0,-6.709675372,51.49257851,16000000
0,0,,0,-6.948050713,51.31713007,16000000
4.140466135,3,1.811390253,1.656186454,-7.561111864,51.9017692,16000000
0,0,,0,-7.284204407,51.53836414,16000000
0,0,,0,-6.115992777,51.76728629,12419230.6
0,0,,0,-7.404532451,51.39618158,16000000
0,0,,0,-6.349705317,51.73681725,16000000
0,0,,0,,,488263.1907
0,0,,0,-7.75234969,51.29249198,16000000
0,0,,0,-7.002286961,51.39001328,16000000
4.139751535,101,60.99399877,1.655900614,-7.323290184,52.04249151,16000000
2.28301626,0,0,0.913206504,-7.276040475,51.75406289,16000000
4.790609071,2,1.043708624,1.916243628,-6.081084871,52.30604825,16000000
4.13974323,0,0,1.655897292,-6.798749026,52.03385705,16000000
0,0,,0,-7.343160113,51.50324151,16000000
0,0,,0,,,4283435.952
4.795209598,0,0,1.918083839,-6.189160603,52.45256166,16000000
0.028423897,0,0,0.011369559,-8.784932,51.29894122,16000000
0,0,,0,-7.061261049,51.35503188,16000000
0,0,,0,-6.362245721,51.52125052,16000000
0.868053645,0,0,0.347221458,,,3710944.547
4.139710088,1,0.603907024,1.655884035,-5.988242275,51.94396251,16000000
0,0,,0,-7.294932873,51.25075198,16000000
4.788419566,5,2.610464649,1.915367826,-8.262818193,51.65649562,16000000
4.14033596,0,0,1.656134384,-6.169388116,51.84053582,16000000
0,0,,0,-7.922731811,51.36612223,16000000
0,0,,0,-7.696016596,51.25590782,16000000
0,0,,0,,,5466103.951
0,0,,0,-8.153199814,51.33204594,16000000
0,0,,0,-6.715064051,51.38476272,16000000
0,0,,0,-5.767216932,52.58567384,16000000
4.138567965,0,0,1.655427186,,,9665115.548
4.138279927,2,1.20823146,1.655311971,-6.024905239,52.26867115,16000000
0,0,,0,-6.374099147,52.31293057,15330127.55
0,0,,0,-7.396979519,51.61189875,16000000
4.141465395,0,0,1.656586158,-8.088643257,51.69124006,16000000
0,0,,0,-8.09579127,51.33161684,16000000
4.79149522,1,0.521757799,1.916598088,-7.852658793,51.86900662,14755709.76
0,0,,0,-7.574727574,51.47031495,16000000
4.141803397,1,0.603601803,1.656721359,-8.205627635,51.62015586,16000000
0,0,,0,-8.842058984,51.37096811,16000000
4.141226408,0,0,1.656490563,-7.623625326,51.75864772,16000000
0,0,,0,-6.60207868,51.34652935,13865519.6
0,0,,0,,,729332.2573
0,0,,0,-7.627980577,51.61482609,16000000
0,0,,0,-6.585031096,51.66994534,16000000
0,0,,0,-7.047472301,51.67854635,16000000
4.139045844,0,0,1.655618338,-6.967036138,52.18075684,9688888.572
0,0,,0,-6.874030126,51.67553421,16000000
4.789128185,3,1.566047036,1.915651274,-7.971292163,51.76220476,16000000
4.138369238,5,3.020513463,1.655347695,-5.910336161,52.22975082,16000000
0,0,,0,-7.746464929,51.50824568,16000000
2.540082573,0,0,1.016033029,-6.05341939,51.83768569,9934124.2
4.137939692,0,0,1.655175877,-6.020082754,52.34049789,16000000
0,0,,0,-7.176089863,51.35687639,16000000
4.14106806,1,0.603708986,1.656427224,-7.332640122,51.79084838,16000000
4.520501922,2,1.106071867,1.808200769,-6.104478233,51.94688096,16000000
4.180844215,0,0,1.672337686,-7.914205309,51.72572438,16000000
0,0,,0,-7.402025236,51.46808828,16000000
0,0,,0,-6.467453377,51.70344151,16000000
0,0,,0,-7.285555202,51.50241349,16000000
0,0,,0,-6.304655911,51.51994061,9293259.2
4.142298651,0,0,1.65691946,-8.033842124,51.54693276,16000000
0,0,,0,-7.63551578,51.3631291,16000000
4.14125116,0,0,1.656500464,-7.449821361,51.75648374,16000000
4.139717368,0,0,1.655886947,-6.682222472,52.03162142,16000000
4.1417567,0,0,1.65670268,-7.858114926,51.65325791,16000000
0,0,,0,-7.225157946,51.57345605,16000000
0,0,,0,-5.726982652,52.33273467,16000000
4.142228952,0,0,1.656891581,-8.206880916,51.54822999,16000000
0,0,,0,,,164194.4222
0,0,,0,-5.836507258,52.44364728,16000000
0,0,,0,-7.748434642,51.43632872,16000000
0,0,,0,-5.729632859,52.29683143,16000000
0,0,,0,-6.82824019,51.42288903,16000000
0,0,,0,-6.596431428,51.45433712,16000000
0,0,,0,-6.992832597,51.60568292,16000000
4.142276648,3,1.810598528,1.656910659,-8.091520267,51.54739352,16000000
4.137291479,0,0,1.654916592,-6.010376661,52.4841478,16000000
0,0,,0,-6.893983603,51.24422289,16000000
4.139407687,0,0,1.655763075,-7.028681004,52.10986694,16000000
4.138867856,7,4.228209406,1.655547143,-6.20731576,52.16521036,16000000
4.142573024,0,0,1.65702921,-8.323313338,51.47702442,16000000
0,0,,0,-8.842429076,51.2630644,16000000
4.140879121,63,38.03540152,1.656351648,-7.157272474,51.82419942,16000000
4.140694635,2,1.207526862,1.656277854,-7.155803802,51.8601456,16000000
0,0,,0,-7.398244877,51.5759465,16000000
4.141697155,0,0,1.656678862,-8.031549811,51.65481623,16000000
4.13881036,3,1.812114919,1.655524144,-6.090501094,52.16238487,16000000
2.126972124,0,0,0.85078885,,,8808089.231
0,0,,0,-6.823111294,51.53071243,16000000
0,0,,0,-8.259885477,51.83630762,13290913.38
4.140311646,4,2.415277123,1.656124658,-6.978428207,51.92917007,16000000
4.139664073,0,0,1.655865629,-6.441000941,52.17051453,15858647.58
4.788786445,0,0,1.915514578,-7.563404838,51.82986255,16000000
0,0,,0,-6.473456677,51.59564878,16000000
0,0,,0,-7.688843066,51.50761568,16000000
0,0,,0,-8.325960542,51.29719889,16000000
0,0,,0,-7.805029423,51.47288825,16000000
0,0,,0,-6.988061092,51.71351427,16000000
4.137717548,0,0,1.655087019,-6.250192114,52.41802555,16000000
1.78044774,0,0,0.712179096,-7.569095627,51.65009174,16000000
4.140061991,0,0,1.656024797,-6.627768201,51.95859449,16000000
4.138200322,0,0,1.655280129,-6.198276363,52.30888832,16000000
4.142994702,0,0,1.657197881,-8.669668648,51.37060894,16000000
4.142350137,0,0,1.656940055,-7.860817558,51.54538041,16000000
4.14151274,1,0.603644165,1.656605096,-7.972923391,51.69028532,16000000
0,0,,0,-6.831641806,51.35100545,16000000
4.140078598,0,0,1.656031439,-6.685932647,51.9597525,16000000
0,0,,0,,,594453.7096
0,0,,0,-5.828759026,52.55136469,16000000
3.970444897,3,1.88895708,1.588177959,-5.867015827,52.01274997,13678751.8
4.140806124,3,1.811241525,1.65632245,-6.751289999,51.81713499,16000000
0.311369039,0,0,0.124547615,,,135871.4343
4.142955034,0,0,1.657182014,-8.727131683,51.37075684,16000000
0,0,,0,,,207778.9139
4.784895578,0,0,1.913958231,-7.859017675,51.61729898,16000000
0,0,,0,-6.81449189,51.71041284,16000000
4.13939321,0,0,1.655757284,-6.33913476,51.91644845,16000000
4.790905661,53,27.65656629,1.916362265,-7.090128376,52.03894212,16000000
0,0,,0,-6.935109736,51.60468143,16000000
4.786247383,0,0,1.914498953,-8.784256922,51.44281103,16000000
4.142146924,0,0,1.656858769,-7.859918551,51.58133981,16000000
4.138557501,4,2.416300848,1.655423,-5.971265587,52.19535635,16000000
0,0,,0,-6.885729852,51.42394049,16000000
4.555923191,1,0.548736205,1.822369276,-7.510119282,51.6853269,16000000
4.143133741,1,0.603407989,1.657253496,-8.439822797,51.36973554,16000000
0,0,,0,-7.008524979,51.2462284,16000000
4.13990934,7,4.227145708,1.655963736,-7.49939549,52.00889954,16000000
0,0,,0,,,153952.3763
0,0,,0,-6.889041587,51.35205423,16000000
0,0,,0,-7.522956534,51.28982276,16000000
0.13135629,2,38.0644124,0.052542516,-5.895269832,52.44520595,16000000
4.784972008,1,0.522469096,1.913988803,-6.805782369,51.8901067,16000000
0,0,,0,-7.454726074,51.61267318,16000000
0,0,,0,-6.40757249,51.73810879,16000000
4.13958257,0,0,1.655833028,-6.449216825,52.02680475,16000000
4.790644318,0,0,1.916257727,-6.735029717,52.14055937,16000000
4.143033426,0,0,1.65721337,-8.61220615,51.37043285,16000000
0,0,,0,-7.106792065,51.64354727,16000000
4.786878084,0,0,1.914751234,-6.337007388,51.95237384,16000000
0,0,,0,-7.288248407,51.43051143,16000000
4.139353605,0,0,1.655741442,-6.341257695,51.88052277,16000000
4.141000681,0,0,1.656400272,-7.738503779,51.79590411,16000000
4.792373126,0,0,1.91694925,-6.25465494,52.34618533,16000000
0,0,,0,-6.655792737,51.41956561,16000000
0,0,,0,,,6039447.2
4.788134512,4,2.088496047,1.915253805,-7.152857248,51.93203719,16000000
3.144786576,0,0,1.25791463,-8.086469735,51.79912257,11966042.83
4.141890851,302,182.2838957,1.65675634,-8.43717313,51.58552746,16000000
2.265694615,0,0,0.906277846,-6.405513019,51.77403725,16000000
0,0,,0,-7.694998151,51.29186679,16000000
3.508473008,0,0,1.403389203,-6.064414565,52.55744781,16000000
1.310166465,0,0,0.524066586,,,4628070.706
0,0,,0,-7.613692162,52.08223247,9222119.573
0,0,,0,-6.650257462,51.52737623,16000000
4.140893564,4,2.414937705,1.656357426,-8.028471061,51.79865766,15587705.35
4.13765324,0,0,1.655061296,-6.073970559,52.41379269,16000000
4.139381769,0,0,1.655752708,-7.320593534,52.11438734,15999262.43
0,0,,0,,,3224565.119
0,0,,0,-7.281494398,51.61026471,16000000
4.137601851,1,0.604214734,1.65504074,-5.956514419,52.41082505,16000000
0,0,,0,-7.981775053,51.29471186,16000000
0,0,,0,-6.931840811,51.67656669,16000000
0,0,,0,-6.118281329,51.73136647,13055751.4
0,0,,0,-6.586941022,51.63401132,16000000
3.336757471,0,0,1.334702988,-6.123341375,52.55889536,16000000
0,0,,0,-6.772501599,51.38586911,16000000
0,0,,0,-6.87065599,51.74741578,16000000
4.310406445,2,1.159983418,1.724162578,-7.679465575,51.83122304,16000000
0,0,,0,-7.805968059,51.43692888,16000000
0,0,,0,,,393116.0173
4.140417906,50,30.19018921,1.656167162,-7.735483991,51.90377214,16000000
4.141237316,0,0,1.656494927,-7.565688266,51.75795494,16000000
0,0,,0,-6.475449483,51.55971732,16000000
4.524388847,0,0,1.809755539,-7.743495,51.61611935,16000000
4.140681113,0,0,1.656272445,-7.446115924,51.86433912,16000000
4.788222293,1,0.52211444,1.915288917,-7.505378,51.82913937,16000000
1.111792144,0,0,0.444716858,-7.335286548,51.71894814,16000000
3.783574664,0,0,1.513429866,-8.610063853,51.62219559,15141870.04
4.140134767,38,22.94611295,1.656053907,-7.267773895,51.96975275,16000000
4.142067697,0,0,1.656827079,-8.090803254,51.5833555,16000000
4.785117204,2,1.044906485,1.914046882,-7.158738086,51.788253,16000000
4.139689749,0,0,1.655875899,-6.505461172,52.06398155,16000000
4.139321351,1,0.603963739,1.655728541,-6.276689961,51.98696703,16000000
0,0,,0,-5.944078571,52.590374,16000000
4.139715915,2,1.207812348,1.655886366,-7.498191464,52.04485086,16000000
0,0,,0,-8.039885726,51.25923338,16000000
0,0,,0,-6.928558265,51.74845092,16000000
0,0,,0,-7.575846973,51.43435887,16000000
0,0,,0,-7.925255513,51.25823707,16000000
4.140092274,0,0,1.65603691,-6.744100961,51.96088181,16000000
4.345750649,0,0,1.738300259,,,11465192.26
0,0,,0,,,2001997.496
4.789211427,0,0,1.915684571,-6.26352446,52.20250144,16000000
4.139425717,0,0,1.655770287,-6.403449256,51.80996543,16000000
4.141815106,30,18.10800291,1.656726043,-8.552638147,51.58602432,15997038.03
0,0,,0,,,3228237.032
0,0,,0,-6.720419409,51.27694453,13701074
0,0,,0,,,336439.078
4.139575903,1,0.6039266,1.655830361,-6.855297046,52.07086998,16000000
0,0,,0,-7.409515882,51.25236525,16000000
